,p1_sum_spe_last,p2_sum_spe_last
2629,227.5,283.0
2630,247.5,291.25
2631,112.5,263.0
2632,233.75,190.0
2633,70.0,487.5
2634,362.5,318.0
2635,67.5,373.75
2636,210.0,182.5
2637,145.0,333.0
2638,210.0,428.0
2639,217.5,270.5
2640,25.0,452.5
2641,380.0,405.0
2642,142.5,257.5
2643,97.5,291.25
2644,177.5,281.25
2645,335.0,455.5
2646,67.5,240.0
2647,400.0,320.0
2648,415.0,392.5
2649,158.75,323.75
2650,175.0,449.75
2651,105.0,377.5
2652,75.0,351.75
2653,0.0,194.75
2654,80.0,273.5
2655,175.0,385.5
2656,152.5,151.75
2657,316.25,350.0
2658,252.5,421.5
2659,193.75,275.0
2660,32.5,306.75
2661,208.75,300.0
2662,285.0,326.25
2663,266.25,426.0
2664,207.5,353.0
2665,255.0,508.75
2666,225.0,145.0
2667,152.5,314.25
2668,121.25,430.5
2669,225.0,265.5
2670,128.75,280.0
2671,358.75,497.5
2672,267.5,371.75
2673,275.0,141.25
2674,160.0,380.0
2675,293.75,332.5
2676,127.5,480.0
2677,242.5,206.25
2678,115.0,325.0
2679,352.5,580.5
2680,290.0,280.0
2681,137.5,320.0
2682,127.5,386.25
2683,130.0,222.25
2684,62.5,196.75
2685,80.0,465.5
2686,345.0,287.5
2687,330.0,288.75
2688,313.75,423.75
2689,215.0,394.25
2690,212.5,315.0
2691,247.5,336.75
2692,176.25,311.25
2693,243.75,327.5
2694,296.25,193.0
2695,130.0,317.5
2696,80.0,378.75
2697,192.5,432.5
2698,182.5,434.25
2699,290.0,353.0
2700,390.0,400.0
2701,178.75,400.0
2702,203.75,350.5
2703,243.75,340.0
2704,220.0,392.5
2705,113.75,371.0
2706,375.0,219.25
2707,240.0,264.25
2708,292.5,438.0
2709,50.0,181.75
2710,115.0,376.0
2711,122.5,344.25
2712,345.0,396.25
2713,120.0,440.5
2714,236.25,440.0
2715,220.0,440.5
2716,43.75,352.5
2717,325.0,352.5
2718,180.0,203.75
2719,140.0,217.5
2720,30.0,271.75
2721,355.0,299.25
2722,361.25,361.75
2723,165.0,220.0
2724,370.0,295.5
2725,210.0,283.0
2726,155.0,236.25
2727,151.25,338.75
2728,50.0,175.0
2729,115.0,453.5
2730,330.0,346.75
2731,70.0,228.0
2732,205.0,361.75
2733,152.5,445.5
2734,277.5,335.0
2735,43.75,235.0
2736,37.5,311.25
2737,245.0,282.5
2738,178.75,288.0
2739,155.0,270.0
2740,187.5,376.25
2741,220.0,228.0
2742,112.5,196.25
2743,25.0,258.75
2744,120.0,391.25
2745,97.5,332.5
2746,288.75,269.25
2747,260.0,430.0
2748,145.0,227.5
2749,133.75,320.0
2750,370.0,323.5
2751,362.5,226.25
2752,252.5,300.0
2753,128.75,397.5
2754,285.0,422.25
2755,215.0,352.5
2756,225.0,243.0
2757,277.5,354.25
2758,85.0,430.5
2759,217.5,385.0
2760,117.5,386.0
2761,75.0,275.0
2762,181.25,369.75
2763,290.0,319.75
2764,165.0,460.0
2765,85.0,226.75
2766,210.0,287.5
2767,210.0,221.25
2768,275.0,240.0
2769,60.0,235.5
2770,140.0,284.75
2771,195.0,448.75
2772,206.25,171.75
2773,110.0,348.75
2774,295.0,436.0
2775,392.5,503.0
2776,212.5,324.75
2777,235.0,530.5
2778,170.0,460.0
2779,165.0,324.25
2780,272.5,280.0
2781,12.5,244.75
2782,245.0,400.5
2783,206.25,305.0
2784,230.0,331.75
2785,165.0,361.25
2786,127.5,275.5
2787,122.5,271.25
2788,218.75,122.5
2789,177.5,256.25
2790,97.5,323.75
2791,270.0,383.5
2792,225.0,336.75
2793,310.0,333.75
2794,230.0,493.75
2795,215.0,495.0
2796,50.0,481.25
2797,140.0,410.5
2798,257.5,366.25
2799,178.75,296.25
2800,30.0,318.75
2801,110.0,180.0
2802,152.5,487.5
2803,77.5,353.0
2804,340.0,393.5
2805,127.5,352.5
2806,205.0,368.0
2807,140.0,334.75
2808,177.5,287.5
2809,90.0,120.0
2810,267.5,294.25
2811,292.5,311.75
2812,182.5,403.0
2813,230.0,274.25
2814,260.0,373.0
2815,327.5,400.0
2816,167.5,236.25
2817,212.5,379.75
2818,343.75,361.25
2819,140.0,408.0
2820,175.0,306.25
2821,310.0,378.75
2822,200.0,261.25
2823,152.5,241.75
2824,420.0,482.5
2825,288.75,432.5
2826,183.75,390.0
2827,160.0,475.0
2828,112.5,245.5
2829,200.0,165.0
2830,47.5,287.5
2831,330.0,402.5
2832,200.0,415.5
2833,215.0,253.75
2834,415.0,411.0
2835,192.5,360.0
2836,88.75,386.25
2837,201.25,379.25
2838,78.75,339.25
2839,425.0,362.5
2840,360.0,365.5
2841,220.0,373.5
2842,206.25,350.0
2843,100.0,204.25
2844,207.5,246.75
2845,290.0,236.25
2846,243.75,383.75
2847,90.0,247.5
2848,165.0,448.75
2849,116.25,375.5
2850,113.75,405.0
2851,400.0,416.25
2852,173.75,335.5
2853,345.0,398.75
2854,135.0,232.5
2855,85.0,345.0
2856,50.0,265.0
2857,50.0,457.5
2858,220.0,275.5
2859,172.5,320.0
2860,45.0,331.25
2861,235.0,382.75
2862,222.5,422.5
2863,110.0,242.5
2864,280.0,295.0
2865,50.0,362.5
2866,113.75,317.5
2867,30.0,301.25
2868,210.0,418.0
2869,160.0,162.5
2870,120.0,382.25
2871,330.0,416.25
2872,195.0,510.0
2873,290.0,408.0
2874,268.75,278.75
2875,160.0,300.0
2876,185.0,465.0
2877,147.5,311.25
2878,370.0,297.5
2879,275.0,435.5
2880,347.5,342.5
2881,95.0,401.75
2882,276.25,286.25
2883,312.5,390.5
2884,305.0,344.25
2885,120.0,401.75
2886,320.0,404.25
2887,152.5,246.25
2888,250.0,251.75
2889,175.0,338.75
2890,200.0,345.5
2891,143.75,240.5
2892,170.0,255.5
2893,237.5,425.5
2894,73.75,370.5
2895,242.5,238.75
2896,176.25,428.0
2897,275.0,303.75
2898,260.0,305.0
2899,215.0,172.5
2900,422.5,463.0
2901,316.25,301.75
2902,350.0,399.25
2903,225.0,238.75
2904,241.25,373.75
2905,55.0,215.0
2906,307.5,360.0
2907,210.0,350.0
2908,195.0,332.5
2909,340.0,201.75
2910,95.0,255.0
2911,80.0,318.75
2912,372.5,414.25
2913,165.0,276.75
2914,332.5,493.0
2915,275.0,192.5
2916,131.25,387.5
2917,295.0,211.25
2918,215.0,328.0
2919,313.75,362.5
2920,207.5,435.5
2921,337.5,375.5
2922,310.0,382.5
2923,110.0,263.0
2924,112.5,376.5
2925,170.0,380.0
2926,345.0,437.5
2927,160.0,421.0
2928,225.0,244.25
2929,215.0,307.25
2930,190.0,243.75
2931,156.25,449.25
2932,127.5,269.25
2933,340.0,475.0
2934,237.5,313.0
2935,91.25,243.0
2936,225.0,177.5
2937,227.5,375.0
2938,330.0,218.75
2939,96.25,280.0
2940,370.0,318.75
2941,223.75,406.25
2942,347.5,297.5
2943,182.5,260.0
2944,225.0,361.25
2945,285.0,356.0
2946,302.5,401.25
2947,297.5,353.75
2948,265.0,259.25
2949,337.5,290.0
2950,222.5,261.75
2951,302.5,304.25
2952,260.0,341.25
2953,290.0,342.25
2954,310.0,283.75
2955,0.0,322.5
2956,295.0,380.0
2957,260.0,262.5
2958,150.0,282.5
2959,325.0,369.75
2960,30.0,378.0
2961,50.0,425.5
2962,62.5,397.5
2963,300.0,436.0
2964,123.75,337.5
2965,217.5,310.5
2966,237.5,178.0
2967,170.0,203.0
2968,107.5,432.5
2969,237.5,271.75
2970,320.0,525.0
2971,346.25,234.25
2972,213.75,405.0
2973,105.0,412.5
2974,277.5,251.25
2975,222.5,347.5
2976,147.5,480.5
2977,335.0,353.75
2978,290.0,325.5
2979,225.0,378.0
2980,30.0,305.5
2981,372.5,341.25
2982,242.5,317.5
2983,215.0,376.75
2984,295.0,325.5
2985,177.5,346.0
2986,317.5,285.5
2987,110.0,290.0
2988,160.0,495.5
2989,180.0,253.75
2990,200.0,253.75
2991,217.5,415.5
2992,388.75,259.75
2993,178.75,383.75
2994,387.5,319.75
2995,350.0,315.0
2996,67.5,315.5
2997,162.5,385.0
2998,250.0,286.75
2999,117.5,326.25
3000,86.25,273.0
3001,166.25,327.5
3002,192.5,418.75
3003,177.5,368.0
3004,270.0,353.75
3005,240.0,292.5
3006,140.0,403.0
3007,305.0,263.75
3008,422.5,397.5
3009,185.0,262.5
3010,110.0,435.0
3011,146.25,360.0
3012,235.0,308.5
3013,200.0,362.5
3014,61.25,272.5
3015,335.0,354.25
3016,240.0,251.25
3017,27.5,250.0
3018,250.0,349.25
3019,196.25,278.0
3020,108.75,304.0
3021,90.0,220.0
3022,255.0,261.75
3023,370.0,410.0
3024,30.0,223.75
3025,202.5,358.75
3026,297.5,446.0
3027,190.0,348.75
3028,335.0,357.5
3029,337.5,311.75
3030,330.0,413.0
3031,145.0,402.5
3032,201.25,288.0
3033,245.0,397.5
3034,165.0,425.5
3035,205.0,178.75
3036,342.5,284.25
3037,230.0,294.25
3038,180.0,400.0
3039,175.0,449.75
3040,267.5,286.75
3041,298.75,400.0
3042,227.5,362.5
3043,385.0,385.0
3044,150.0,279.25
3045,185.0,334.25
3046,190.0,370.5
3047,217.5,397.5
3048,213.75,345.5
3049,165.0,480.0
3050,322.5,395.0
3051,50.0,346.0
3052,90.0,356.75
3053,190.0,420.0
3054,182.5,257.25
3055,390.0,475.5
3056,180.0,307.5
3057,130.0,236.25
3058,302.5,385.5
3059,160.0,298.0
3060,271.25,373.5
3061,215.0,223.75
3062,80.0,348.75
3063,280.0,250.5
3064,85.0,247.5
3065,300.0,271.75
3066,300.0,291.25
3067,12.5,287.5
3068,335.0,267.5
3069,167.5,340.0
3070,197.5,412.25
3071,220.0,394.25
3072,150.0,339.25
3073,85.0,233.75
3074,106.25,344.25
3075,55.0,370.0
3076,140.0,335.0
3077,30.0,380.0
3078,185.0,328.75
3079,107.5,359.25
3080,300.0,230.0
3081,255.0,388.0
3082,110.0,560.0
3083,140.0,276.25
3084,222.5,370.5
3085,230.0,299.25
3086,160.0,447.5
3087,222.5,377.5
3088,220.0,312.5
3089,182.5,365.5
3090,307.5,219.25
3091,160.0,330.0
3092,142.5,289.25
3093,243.75,315.0
3094,335.0,377.5
3095,186.25,375.0
3096,255.0,276.25
3097,105.0,230.5
3098,205.0,390.0
3099,315.0,320.5
3100,130.0,275.0
3101,97.5,252.5
3102,135.0,121.25
3103,237.5,284.25
3104,195.0,353.75
3105,362.5,398.5
3106,230.0,417.5
3107,418.75,403.0
3108,165.0,214.25
3109,343.75,328.75
3110,225.0,373.75
3111,183.75,167.5
3112,220.0,313.75
3113,288.75,272.5
3114,135.0,324.25
3115,171.25,416.0
3116,255.0,307.5
3117,285.0,375.0
3118,412.5,206.75
3119,290.0,408.0
3120,82.5,463.0
3121,92.5,298.0
3122,150.0,273.75
3123,60.0,316.75
3124,170.0,258.75
3125,42.5,313.0
3126,378.75,308.75
3127,245.0,226.25
3128,190.0,276.0
3129,275.0,247.5
3130,0.0,373.0
3131,21.25,233.0
3132,232.5,427.5
3133,165.0,275.5
3134,430.0,401.25
3135,122.5,353.75
3136,345.0,341.25
3137,196.25,367.5
3138,135.0,299.25
3139,370.0,345.0
3140,50.0,342.5
3141,12.5,395.5
3142,275.0,327.25
3143,330.0,368.75
3144,97.5,274.25
3145,42.5,351.0
3146,225.0,323.0
3147,108.75,521.5
3148,125.0,276.25
3149,152.5,446.25
3150,241.25,395.0
3151,310.0,375.5
3152,80.0,395.0
3153,130.0,207.5
3154,307.5,418.0
3155,213.75,348.75
3156,293.75,428.75
3157,210.0,246.75
3158,390.0,333.0
3159,301.25,271.25
3160,212.5,331.75
3161,190.0,203.75
3162,222.5,435.0
3163,285.0,468.75
3164,30.0,221.25
3165,158.75,425.0
3166,285.0,342.5
3167,247.5,278.75
3168,222.5,316.25
3169,235.0,338.0
3170,150.0,398.75
3171,263.75,297.25
3172,280.0,288.0
3173,97.5,246.75
3174,237.5,285.5
3175,365.0,217.5
3176,165.0,370.0
3177,280.0,304.75
3178,250.0,157.5
3179,147.5,346.25
3180,195.0,334.0
3181,180.0,315.5
3182,197.5,302.5
3183,285.0,156.25
3184,105.0,440.5
3185,295.0,305.0
3186,50.0,298.5
3187,52.5,316.75
3188,110.0,250.0
3189,40.0,511.0
3190,157.5,299.25
3191,213.75,266.75
3192,170.0,341.25
3193,222.5,396.75
3194,137.5,233.75
3195,370.0,252.5
3196,138.75,293.75
3197,130.0,495.5
3198,50.0,430.0
3199,237.5,315.25
3200,238.75,407.5
3201,295.0,460.0
3202,267.5,416.0
3203,310.0,340.0
3204,252.5,354.25
3205,385.0,330.0
3206,330.0,270.0
3207,148.75,332.5
3208,82.5,324.75
3209,220.0,293.0
3210,82.5,281.25
3211,170.0,400.5
3212,152.5,290.5
3213,62.5,275.5
3214,115.0,418.0
3215,160.0,315.0
3216,165.0,366.0
3217,305.0,407.5
3218,151.25,203.75
3219,290.0,361.25
3220,123.75,374.75
3221,193.75,351.25
3222,37.5,260.5
3223,253.75,445.5
3224,193.75,303.75
3225,97.5,291.25
3226,375.0,286.25
3227,186.25,435.0
3228,150.0,166.25
3229,202.5,364.25
3230,152.5,360.5
3231,97.5,370.0
3232,222.5,209.25
3233,245.0,425.5
3234,277.5,376.25
3235,77.5,409.25
3236,355.0,333.0
3237,167.5,462.5
3238,185.0,341.25
3239,258.75,392.5
3240,77.5,245.0
3241,215.0,243.0
3242,218.75,252.5
3243,270.0,316.25
3244,230.0,282.5
3245,280.0,358.0
3246,280.0,425.0
3247,320.0,328.75
3248,181.25,372.5
3249,192.5,326.75
3250,400.0,326.75
3251,153.75,356.25
3252,322.5,470.5
3253,142.5,396.75
3254,233.75,313.5
3255,82.5,198.75
3256,216.25,445.5
3257,280.0,348.75
3258,408.75,428.75
3259,290.0,293.75
3260,267.5,415.5
3261,240.0,290.5
3262,42.5,318.75
3263,140.0,468.0
3264,76.25,450.75
3265,292.5,336.75
3266,340.0,394.75
3267,167.5,237.25
3268,131.25,385.5
3269,97.5,299.25
3270,170.0,248.0
3271,230.0,343.0
3272,300.0,351.25
3273,205.0,437.5
3274,295.0,433.5
3275,208.75,482.5
3276,15.0,193.75
3277,170.0,261.75
3278,150.0,205.5
3279,290.0,382.5
3280,140.0,272.5
3281,270.0,187.5
3282,205.0,239.75
3283,322.5,350.5
3284,275.0,452.5
3285,358.75,437.5
3286,125.0,367.5
3287,120.0,465.0
3288,272.5,256.75
3289,183.75,283.5
3290,100.0,365.5
3291,50.0,213.75
3292,268.75,397.5
3293,28.75,285.5
3294,317.5,316.25
3295,277.5,295.5
3296,322.5,420.5
3297,255.0,433.0
3298,165.0,230.0
3299,80.0,244.25
3300,80.0,373.75
3301,122.5,303.75
3302,150.0,205.0
3303,237.5,262.5
3304,218.75,371.75
3305,205.0,353.75
3306,203.75,318.0
3307,130.0,205.0
3308,55.0,334.25
3309,355.0,380.5
3310,137.5,430.0
3311,205.0,411.25
3312,165.0,246.25
3313,157.5,458.0
3314,150.0,317.5
3315,140.0,356.25
3316,168.75,222.5
3317,137.5,300.0
3318,238.75,435.5
3319,173.75,345.5
3320,123.75,215.0
3321,110.0,408.0
3322,207.5,227.5
3323,270.0,271.25
3324,110.0,404.0
3325,120.0,378.5
3326,90.0,253.75
3327,57.5,238.0
3328,300.0,375.5
3329,285.0,285.5
3330,275.0,257.5
3331,140.0,360.0
3332,230.0,485.5
3333,401.25,334.25
3334,242.5,402.5
3335,127.5,225.0
3336,113.75,316.25
3337,130.0,297.5
3338,320.0,345.0
3339,357.5,333.75
3340,362.5,394.25
3341,357.5,252.5
3342,260.0,343.5
3343,126.25,285.5
3344,55.0,367.5
3345,142.5,305.5
3346,253.75,338.0
3347,327.5,372.5
3348,272.5,193.75
3349,205.0,440.5
3350,55.0,201.25
3351,111.25,263.0
3352,215.0,290.5
3353,295.0,257.5
3354,183.75,370.5
3355,202.5,376.75
3356,197.5,331.75
3357,325.0,333.75
3358,145.0,323.75
3359,120.0,281.25
3360,200.0,337.5
3361,113.75,423.5
3362,80.0,319.75
3363,97.5,465.0
3364,160.0,248.75
3365,370.0,246.75
3366,275.0,360.0
3367,197.5,363.5
3368,123.75,540.0
3369,70.0,262.5
3370,191.25,362.5
3371,260.0,305.0
3372,203.75,232.5
3373,240.0,445.5
3374,221.25,366.0
3375,240.0,296.25
3376,302.5,401.25
3377,100.0,273.75
3378,237.5,414.25
3379,190.0,206.75
3380,162.5,420.5
3381,255.0,374.25
3382,200.0,332.5
3383,210.0,347.5
3384,120.0,478.0
3385,222.5,400.0
3386,325.0,404.25
3387,300.0,404.25
3388,283.75,378.0
3389,142.5,346.25
3390,162.5,248.75
3391,146.25,253.0
3392,130.0,299.25
3393,270.0,266.25
3394,326.25,378.5
3395,97.5,371.0
3396,56.25,367.5
3397,130.0,390.0
3398,195.0,410.5
3399,110.0,322.5
3400,291.25,475.0
3401,248.75,362.5
3402,180.0,441.0
3403,192.5,375.0
3404,235.0,393.75
3405,160.0,392.5
3406,12.5,221.25
3407,110.0,221.25
3408,140.0,411.0
3409,57.5,352.5
3410,261.25,427.5
3411,280.0,343.75
3412,290.0,250.0
3413,143.75,495.5
3414,270.0,283.75
3415,127.5,352.5
3416,220.0,473.75
3417,178.75,422.5
3418,285.0,337.5
3419,93.75,220.0
3420,302.5,428.0
3421,152.5,201.25
3422,152.5,374.25
3423,235.0,398.75
3424,183.75,438.75
3425,108.75,288.75
3426,257.5,251.25
3427,210.0,340.0
3428,296.25,546.0
3429,160.0,362.5
3430,392.5,595.5
3431,185.0,228.0
3432,95.0,232.25
3433,190.0,432.5
3434,172.5,388.5
3435,171.25,460.0
3436,200.0,241.25
3437,357.5,487.5
3438,150.0,368.75
3439,122.5,105.0
3440,196.25,330.0
3441,60.0,340.0
3442,258.75,324.75
3443,265.0,425.0
3444,212.5,226.75
3445,175.0,420.0
3446,142.5,280.0
3447,152.5,373.5
3448,207.5,246.75
3449,155.0,366.25
3450,165.0,132.5
3451,290.0,255.0
3452,370.0,263.0
3453,235.0,390.5
3454,212.5,413.0
3455,306.25,300.0
3456,215.0,468.0
3457,265.0,318.75
3458,98.75,226.0
3459,377.5,187.5
3460,243.75,321.75
3461,233.75,297.5
3462,125.0,168.75
3463,235.0,405.5
3464,242.5,276.25
3465,140.0,335.0
3466,103.75,195.5
3467,210.0,415.0
3468,55.0,266.25
3469,180.0,338.75
3470,192.5,249.25
3471,377.5,377.5
3472,267.5,345.0
3473,210.0,355.0
3474,218.75,316.25
3475,110.0,235.0
3476,270.0,405.0
3477,295.0,385.0
3478,250.0,452.5
3479,56.25,277.5
3480,231.25,178.75
3481,222.5,227.5
3482,330.0,194.25
3483,245.0,231.25
3484,123.75,395.5
3485,285.0,405.0
3486,185.0,370.0
3487,177.5,240.5
3488,292.5,342.5
3489,350.0,502.5
3490,253.75,187.5
3491,177.5,266.75
3492,330.0,275.0
3493,205.0,425.5
3494,375.0,226.75
3495,232.5,413.0
3496,50.0,279.75
3497,222.5,292.5
3498,225.0,482.5
3499,230.0,505.5
3500,315.0,356.25
3501,28.75,285.0
3502,103.75,292.25
3503,210.0,361.75
3504,388.75,273.75
3505,248.75,355.5
3506,200.0,272.5
3507,200.0,337.5
3508,142.5,341.0
3509,227.5,389.25
3510,122.5,404.75
3511,71.25,367.5
3512,250.0,397.5
3513,232.5,366.25
3514,192.5,357.25
3515,222.5,188.75
3516,110.0,306.75
3517,233.75,318.5
3518,357.5,316.25
3519,130.0,303.5
3520,122.5,435.5
3521,242.5,313.0
3522,230.0,346.25
3523,267.5,320.0
3524,115.0,331.0
3525,102.5,273.0
3526,257.5,356.25
3527,103.75,263.75
3528,82.5,375.0
3529,40.0,361.75
3530,455.0,394.25
3531,151.25,236.25
3532,350.0,368.0
3533,137.5,347.5
3534,345.0,248.0
3535,307.5,297.25
3536,188.75,272.5
3537,292.5,359.25
3538,115.0,320.0
3539,195.0,272.5
3540,230.0,265.5
3541,97.5,300.5
3542,200.0,313.5
3543,172.5,307.5
3544,243.75,368.0
3545,315.0,327.5
3546,115.0,359.25
3547,135.0,321.25
3548,30.0,393.75
3549,215.0,292.5
3550,285.0,426.0
3551,152.5,363.5
3552,112.5,201.25
3553,207.5,403.0
3554,55.0,377.5
3555,243.75,336.0
3556,110.0,232.5
3557,225.0,457.5
3558,160.0,390.0
3559,107.5,456.0
3560,42.5,398.5
3561,215.0,451.0
3562,222.5,412.5
3563,250.0,347.25
3564,206.25,357.5
3565,80.0,235.0
3566,237.5,267.5
3567,322.5,361.25
3568,175.0,191.25
3569,195.0,278.75
3570,315.0,347.5
3571,205.0,248.75
3572,246.25,375.5
3573,80.0,428.75
3574,172.5,325.0
3575,215.0,366.75
3576,400.0,216.75
3577,340.0,301.25
3578,151.25,297.5
3579,227.5,353.0
3580,7.5,508.0
3581,247.5,287.5
3582,107.5,365.0
3583,340.0,173.75
3584,152.5,264.25
3585,232.5,290.0
3586,238.75,310.0
3587,160.0,285.5
3588,365.0,341.25
3589,210.0,272.5
3590,208.75,311.75
3591,315.0,476.0
3592,110.0,480.0
3593,247.5,383.75
3594,405.0,320.0
3595,245.0,328.75
3596,275.0,305.5
3597,172.5,316.25
3598,315.0,428.75
3599,286.25,399.25
3600,285.0,299.75
3601,212.5,227.5
3602,42.5,401.0
3603,272.5,368.0
3604,181.25,450.0
3605,245.0,226.25
3606,75.0,236.25
3607,97.5,351.5
3608,230.0,283.5
3609,275.0,450.0
3610,70.0,241.25
3611,141.25,308.0
3612,267.5,271.25
3613,41.25,394.25
3614,240.0,270.0
3615,160.0,425.0
3616,235.0,488.75
3617,110.0,379.75
3618,72.5,283.0
3619,110.0,347.5
3620,150.0,254.25
3621,297.5,215.0
3622,450.0,499.25
3623,225.0,361.75
3624,280.0,448.0
3625,350.0,465.0
3626,258.75,268.0
3627,107.5,281.75
3628,232.5,255.5
3629,97.5,315.0
3630,205.0,316.5
3631,43.75,465.0
3632,165.0,305.0
3633,240.0,336.25
3634,387.5,438.0
3635,256.25,368.75
3636,153.75,465.0
3637,375.0,340.5
3638,345.0,492.5
3639,305.0,481.0
3640,368.75,341.25
3641,143.75,480.0
3642,55.0,375.0
3643,315.0,317.5
3644,207.5,356.5
3645,237.5,413.75
3646,318.75,261.25
3647,240.0,281.25
3648,298.75,403.75
3649,115.0,333.75
3650,331.25,418.75
3651,330.0,363.5
3652,147.5,337.5
3653,325.0,392.5
3654,242.5,275.0
3655,85.0,210.5
3656,242.5,455.0
3657,40.0,443.5
3658,162.5,393.5
3659,236.25,312.5
3660,240.0,233.75
3661,80.0,190.0
3662,211.25,314.25
3663,300.0,204.25
3664,356.25,336.0
3665,167.5,375.5
3666,42.5,325.5
3667,152.5,350.5
3668,108.75,400.0
3669,377.5,470.0
3670,270.0,455.0
3671,110.0,391.25
3672,235.0,370.0
3673,80.0,303.0
3674,97.5,244.75
3675,185.0,278.75
3676,68.75,205.5
3677,168.75,132.5
3678,282.5,217.5
3679,213.75,333.0
3680,220.0,390.0
3681,375.0,181.25
3682,60.0,314.25
3683,425.0,309.25
3684,257.5,353.75
3685,21.25,345.0
3686,320.0,408.75
3687,313.75,295.5
3688,110.0,430.0
3689,260.0,425.0
3690,307.5,394.25
3691,133.75,279.25
3692,168.75,297.5
3693,130.0,382.5
3694,82.5,210.0
3695,198.75,450.5
3696,280.0,176.25
3697,152.5,377.5
3698,381.25,381.0
3699,210.0,341.25
3700,92.5,418.5
3701,205.0,429.25
3702,170.0,297.5
3703,190.0,400.0
3704,280.0,467.5
3705,260.0,385.5
3706,158.75,266.75
3707,190.0,299.25
3708,21.25,381.0
3709,297.5,354.25
3710,220.0,411.0
3711,85.0,365.5
3712,235.0,403.0
3713,223.75,405.5
3714,296.25,390.0
3715,260.0,308.75
3716,297.5,282.5
3717,330.0,186.25
3718,218.75,327.5
3719,270.0,325.0
3720,236.25,274.25
3721,158.75,392.5
3722,78.75,413.0
3723,80.0,339.0
3724,251.25,515.0
3725,238.75,256.75
3726,195.0,352.5
3727,100.0,367.25
3728,225.0,223.0
3729,205.0,275.5
3730,235.0,285.0
3731,172.5,356.0
3732,285.0,381.25
3733,42.5,300.0
3734,230.0,324.75
3735,108.75,359.25
3736,255.0,453.0
3737,165.0,261.75
3738,355.0,226.25
3739,230.0,324.75
3740,308.75,303.75
3741,255.0,285.25
3742,255.0,382.5
3743,160.0,402.25
3744,225.0,344.75
3745,165.0,305.0
3746,120.0,373.75
3747,205.0,327.5
3748,122.5,358.5
3749,230.0,263.0
3750,160.0,277.5
3751,175.0,392.5
3752,253.75,418.75
3753,227.5,186.25
3754,187.5,351.25
3755,251.25,410.0
3756,135.0,362.5
3757,220.0,359.25
3758,142.5,395.0
3759,442.5,233.75
3760,380.0,222.5
3761,163.75,410.0
3762,117.5,311.25
3763,0.0,488.5
3764,175.0,287.25
3765,42.5,348.0
3766,180.0,227.5
3767,80.0,226.25
3768,117.5,293.75
3769,70.0,522.5
3770,285.0,365.0
3771,200.0,408.0
3772,170.0,383.75
3773,250.0,284.25
3774,217.5,281.75
3775,127.5,365.0
3776,258.75,293.0
3777,275.0,315.0
3778,292.5,245.0
3779,265.0,365.0
3780,120.0,288.75
3781,161.25,250.0
3782,175.0,402.5
3783,80.0,268.0
3784,21.25,395.0
3785,210.0,330.0
3786,213.75,388.0
3787,267.5,235.5
3788,270.0,258.75
3789,230.0,420.5
3790,277.5,305.0
3791,262.5,312.5
3792,181.25,212.5
3793,155.0,307.5
3794,230.0,252.5
3795,370.0,295.0
3796,308.75,375.0
3797,267.5,362.5
3798,122.5,346.0
3799,97.5,363.75
3800,218.75,430.0
3801,257.5,318.0
3802,140.0,377.5
3803,185.0,331.25
3804,295.0,453.5
3805,62.5,373.0
3806,452.5,335.5
3807,58.75,237.5
3808,295.0,299.25
3809,280.0,126.25
3810,360.0,398.75
3811,288.75,348.75
3812,257.5,422.5
3813,400.0,311.75
3814,140.0,333.0
3815,108.75,350.5
3816,95.0,371.0
3817,190.0,278.75
3818,270.0,370.5
3819,260.0,336.25
3820,267.5,290.5
3821,195.0,245.0
3822,397.5,315.0
3823,150.0,440.5
3824,331.25,348.75
3825,123.75,266.75
3826,225.0,428.75
3827,170.0,290.0
3828,195.0,327.25
3829,277.5,443.5
3830,312.5,448.75
3831,193.75,318.75
3832,122.5,183.75
3833,138.75,332.5
3834,150.0,370.5
3835,157.5,331.25
3836,230.0,393.75
3837,265.0,420.5
3838,255.0,405.0
3839,230.0,251.25
3840,180.0,303.5
3841,158.75,337.25
3842,166.25,352.5
3843,280.0,430.0
3844,200.0,407.5
3845,280.0,283.0
3846,152.5,307.5
3847,177.5,400.0
3848,157.5,275.0
3849,167.5,365.0
3850,175.0,262.5
3851,278.75,328.75
3852,27.5,288.75
3853,402.5,253.75
3854,261.25,291.75
3855,150.0,401.25
3856,248.75,286.25
3857,162.5,418.75
3858,122.5,250.0
3859,250.0,333.5
3860,275.0,358.75
3861,132.5,260.0
3862,410.0,323.75
3863,281.25,172.5
3864,57.5,396.75
3865,75.0,385.0
3866,343.75,252.5
3867,30.0,535.0
3868,110.0,186.25
3869,357.5,396.0
3870,210.0,378.75
3871,320.0,262.5
3872,165.0,360.0
3873,100.0,177.5
3874,245.0,438.5
3875,285.0,303.0
3876,82.5,392.5
3877,50.0,366.0
3878,158.75,338.75
3879,292.5,390.0
3880,232.5,445.5
3881,112.5,270.0
3882,362.5,372.5
3883,135.0,284.25
3884,231.25,313.75
3885,103.75,373.75
3886,50.0,373.0
3887,270.0,370.5
3888,220.0,438.75
3889,310.0,421.25
3890,323.75,405.5
3891,152.5,246.75
3892,202.5,335.5
3893,153.75,326.0
3894,170.0,466.0
3895,233.75,206.25
3896,242.5,230.0
3897,275.0,327.5
3898,113.75,229.25
