,p1_sum_atk_last,p2_sum_atk_last
2621,290.0,385.0
2622,170.0,443.9
2623,270.0,420.0
2624,360.0,450.0
2625,235.0,468.9
2626,205.0,442.8
2627,175.0,447.8
2628,150.0,365.0
2629,310.0,473.9
2630,245.0,470.0
2631,210.0,348.9
2632,330.0,515.0
2633,95.0,495.0
2634,515.0,443.9
2635,100.0,475.0
2636,190.0,375.0
2637,275.0,498.9
2638,190.0,503.9
2639,260.0,443.9
2640,90.0,540.0
2641,445.0,495.0
2642,70.0,480.0
2643,210.0,360.0
2644,165.0,485.0
2645,345.0,523.9
2646,100.0,465.0
2647,515.0,470.0
2648,465.0,390.0
2649,260.0,595.0
2650,359.0,367.8
2651,100.0,515.0
2652,210.0,418.9
2653,0.0,342.8
2654,55.0,402.8
2655,340.0,443.9
2656,165.0,448.9
2657,350.0,450.0
2658,415.0,525.7
2659,290.0,260.0
2660,65.0,433.9
2661,360.0,450.0
2662,265.0,445.0
2663,335.0,462.8
2664,330.0,418.9
2665,415.0,490.0
2666,260.0,465.0
2667,340.0,443.9
2668,260.0,473.9
2669,150.0,418.9
2670,150.0,280.0
2671,515.0,405.0
2672,250.0,433.9
2673,180.0,260.0
2674,105.0,450.0
2675,250.0,485.0
2676,80.0,435.0
2677,335.0,470.0
2678,75.0,370.0
2679,445.0,498.9
2680,170.0,515.0
2681,190.0,445.0
2682,305.0,430.0
2683,215.0,312.8
2684,205.0,318.9
2685,55.0,442.9
2686,225.0,405.0
2687,205.0,485.0
2688,340.0,435.0
2689,345.0,537.9
2690,240.0,490.0
2691,235.0,463.9
2692,265.0,435.0
2693,350.0,465.0
2694,470.0,468.9
2695,165.0,450.0
2696,115.0,470.0
2697,170.0,450.0
2698,305.0,423.9
2699,240.0,433.9
2700,195.0,495.0
2701,255.0,470.0
2702,240.0,543.9
2703,245.0,475.0
2704,305.0,445.0
2705,385.0,522.8
2706,270.0,413.9
2707,410.0,418.9
2708,275.0,408.9
2709,5.0,363.9
2710,195.0,532.8
2711,150.0,488.9
2712,225.0,410.0
2713,185.0,468.9
2714,335.0,460.0
2715,175.0,468.9
2716,205.0,435.0
2717,250.0,435.0
2718,349.0,455.0
2719,150.0,450.0
2720,110.0,408.9
2721,445.0,428.9
2722,450.0,433.9
2723,80.0,530.0
2724,345.0,408.9
2725,125.0,523.9
2726,185.0,495.0
2727,260.0,470.0
2728,5.0,370.0
2729,180.0,407.8
2730,405.0,418.9
2731,240.0,383.9
2732,210.0,468.9
2733,340.0,433.9
2734,405.0,465.0
2735,205.0,350.0
2736,125.0,360.0
2737,310.0,395.0
2738,175.0,388.9
2739,300.0,435.0
2740,285.0,465.0
2741,165.0,428.9
2742,270.0,255.0
2743,90.0,450.0
2744,50.0,450.0
2745,210.0,445.0
2746,250.0,413.9
2747,305.0,365.0
2748,55.0,530.0
2749,150.0,430.0
2750,335.0,442.8
2751,305.0,450.0
2752,305.0,390.0
2753,165.0,470.0
2754,245.0,387.8
2755,365.0,435.0
2756,150.0,333.9
2757,240.0,468.9
2758,145.0,388.9
2759,155.0,355.0
2760,210.0,522.8
2761,95.0,445.0
2762,275.0,452.8
2763,235.0,427.8
2764,255.0,475.0
2765,145.0,358.9
2766,190.0,515.0
2767,190.0,360.0
2768,220.0,460.0
2769,160.0,378.9
2770,200.0,352.8
2771,190.0,405.0
2772,240.0,443.9
2773,100.0,495.0
2774,285.0,571.8
2775,425.0,398.9
2776,270.0,452.8
2777,120.0,503.9
2778,185.0,410.0
2779,195.0,378.9
2780,255.0,525.0
2781,5.0,442.8
2782,270.0,403.9
2783,275.0,435.0
2784,150.0,468.9
2785,75.0,420.0
2786,290.0,468.9
2787,70.0,555.0
2788,290.0,265.0
2789,200.0,405.0
2790,280.0,510.0
2791,245.0,442.8
2792,150.0,453.9
2793,230.0,455.0
2794,150.0,465.0
2795,270.0,425.0
2796,5.0,510.0
2797,210.0,358.9
2798,240.0,405.0
2799,305.0,450.0
2800,110.0,430.0
2801,100.0,340.0
2802,215.0,438.0
2803,105.0,473.9
2804,365.0,427.8
2805,160.0,435.0
2806,290.0,443.9
2807,210.0,427.8
2808,200.0,590.0
2809,135.0,230.0
2810,290.0,468.9
2811,275.0,498.9
2812,255.0,508.9
2813,115.0,443.9
2814,305.0,358.9
2815,335.0,515.0
2816,215.0,564.0
2817,225.0,407.8
2818,430.0,450.0
2819,220.0,458.9
2820,165.0,355.0
2821,380.0,435.0
2822,405.0,530.0
2823,170.0,358.9
2824,315.0,390.0
2825,275.0,485.0
2826,155.0,445.0
2827,180.0,390.0
2828,275.0,308.9
2829,245.0,465.0
2830,145.0,395.0
2831,275.0,450.0
2832,150.0,428.9
2833,324.0,340.0
2834,355.0,452.8
2835,180.0,450.0
2836,270.0,315.0
2837,250.0,443.9
2838,80.0,433.9
2839,340.0,390.0
2840,385.0,468.9
2841,165.0,452.8
2842,240.0,560.0
2843,290.0,343.9
2844,275.0,508.9
2845,220.0,435.0
2846,210.0,355.0
2847,135.0,400.0
2848,160.0,405.0
2849,207.5,497.9
2850,280.0,415.0
2851,335.0,435.0
2852,305.0,468.9
2853,355.0,390.0
2854,190.0,515.0
2855,145.0,450.0
2856,5.0,340.0
2857,5.0,430.0
2858,300.0,558.9
2859,275.0,490.0
2860,110.0,470.0
2861,165.0,511.70000000000005
2862,160.0,475.0
2863,165.0,445.0
2864,155.0,445.0
2865,5.0,550.0
2866,185.0,530.0
2867,75.0,445.0
2868,300.0,458.9
2869,70.0,195.0
2870,245.0,522.8
2871,275.0,435.0
2872,305.0,490.0
2873,240.0,443.9
2874,314.0,470.0
2875,105.0,295.0
2876,195.0,450.0
2877,275.0,430.0
2878,230.0,370.0
2879,180.0,458.9
2880,245.0,470.0
2881,225.0,508.9
2882,340.0,435.0
2883,375.0,438.9
2884,230.0,458.9
2885,205.0,503.9
2886,220.0,443.9
2887,390.0,515.0
2888,285.0,478.9
2889,145.0,455.0
2890,235.0,393.9
2891,295.0,323.9
2892,55.0,318.9
2893,305.0,448.9
2894,55.0,498.9
2895,240.0,475.0
2896,265.0,418.9
2897,180.0,375.0
2898,245.0,435.0
2899,305.0,430.0
2900,440.0,398.9
2901,325.0,418.9
2902,335.0,468.9
2903,240.0,475.0
2904,260.0,445.0
2905,140.0,325.0
2906,420.0,435.0
2907,100.0,595.0
2908,305.0,350.0
2909,215.0,433.9
2910,185.0,350.0
2911,115.0,485.0
2912,360.0,528.9
2913,160.0,443.9
2914,405.0,483.9
2915,235.0,450.0
2916,305.0,445.0
2917,260.0,265.0
2918,200.0,523.9
2919,340.0,445.0
2920,275.0,423.9
2921,335.0,478.9
2922,310.0,490.0
2923,100.0,348.9
2924,210.0,441.70000000000005
2925,55.0,445.0
2926,425.0,439.0
2927,70.0,442.8
2928,370.0,348.9
2929,275.0,452.8
2930,290.0,560.0
2931,270.0,553.9
2932,80.0,438.9
2933,360.0,410.0
2934,225.0,428.9
2935,165.0,498.9
2936,175.0,315.0
2937,285.0,355.0
2938,275.0,435.0
2939,175.0,450.0
2940,360.0,550.0
2941,285.0,530.0
2942,405.0,345.0
2943,190.0,450.0
2944,150.0,445.0
2945,405.0,542.8
2946,355.0,435.0
2947,389.0,515.0
2948,340.0,368.9
2949,385.0,435.0
2950,310.0,373.9
2951,240.0,413.9
2952,130.0,450.0
2953,350.0,407.8
2954,265.0,480.0
2955,0.0,365.0
2956,270.0,475.0
2957,195.0,450.0
2958,95.0,470.0
2959,255.0,452.8
2960,50.0,388.9
2961,5.0,523.9
2962,205.0,360.0
2963,260.0,417.8
2964,195.0,470.0
2965,155.0,413.9
2966,285.0,373.9
2967,55.0,553.9
2968,55.0,405.0
2969,275.0,323.9
2970,290.0,465.0
2971,489.0,418.9
2972,390.0,490.0
2973,205.0,430.0
2974,290.0,445.0
2975,195.0,415.0
2976,185.0,423.9
2977,380.0,465.0
2978,240.0,433.9
2979,175.0,333.9
2980,50.0,453.9
2981,360.0,455.0
2982,255.0,519.0
2983,295.0,423.9
2984,280.0,393.9
2985,280.0,462.8
2986,320.0,423.9
2987,100.0,360.0
2988,105.0,438.9
2989,145.0,430.0
2990,235.0,475.0
2991,330.0,423.9
2992,430.0,427.8
2993,175.0,400.0
2994,305.0,422.8
2995,355.0,405.0
2996,100.0,468.9
2997,235.0,505.0
2998,285.0,632.9
2999,175.0,539.0
3000,185.0,378.9
3001,240.0,494.0
3002,345.0,475.0
3003,165.0,348.9
3004,170.0,435.0
3005,300.0,490.0
3006,415.0,433.9
3007,240.0,475.0
3008,475.0,435.0
3009,195.0,450.0
3010,100.0,340.0
3011,250.0,484.0
3012,260.0,412.8
3013,295.0,515.0
3014,275.0,454.0
3015,250.0,468.9
3016,165.0,540.0
3017,90.0,445.0
3018,265.0,438.9
3019,400.0,333.9
3020,210.0,426.70000000000005
3021,195.0,265.0
3022,240.0,498.9
3023,435.0,455.0
3024,110.0,385.0
3025,260.0,515.0
3026,330.0,502.8
3027,145.0,465.0
3028,340.0,435.0
3029,270.0,523.9
3030,255.0,458.9
3031,230.0,445.0
3032,400.0,358.9
3033,390.0,435.0
3034,195.0,423.9
3035,325.0,435.0
3036,245.0,498.9
3037,355.0,468.9
3038,205.0,467.5
3039,145.0,402.8
3040,255.0,453.9
3041,475.0,515.0
3042,275.0,405.0
3043,355.0,475.0
3044,150.0,423.9
3045,160.0,488.9
3046,224.0,498.9
3047,155.0,500.0
3048,390.0,482.9
3049,195.0,435.0
3050,385.0,435.0
3051,2.5,502.8
3052,135.0,473.9
3053,215.0,435.0
3054,220.0,382.8
3055,539.0,428.9
3056,205.0,420.0
3057,200.0,385.0
3058,345.0,443.9
3059,105.0,433.9
3060,195.0,467.8
3061,235.0,380.0
3062,115.0,425.0
3063,235.0,503.9
3064,180.0,335.0
3065,350.0,468.9
3066,255.0,410.0
3067,5.0,405.0
3068,250.0,325.0
3069,215.0,515.0
3070,255.0,452.8
3071,305.0,378.9
3072,150.0,503.9
3073,205.0,480.0
3074,410.0,433.9
3075,95.0,445.0
3076,150.0,529.0
3077,110.0,560.0
3078,310.0,355.0
3079,200.0,433.9
3080,255.0,345.0
3081,285.0,503.9
3082,100.0,495.0
3083,165.0,470.0
3084,310.0,498.9
3085,140.0,438.9
3086,105.0,405.0
3087,320.0,515.0
3088,140.0,355.0
3089,190.0,408.9
3090,360.0,503.9
3091,105.0,485.0
3092,320.0,478.9
3093,275.0,490.0
3094,240.0,515.0
3095,415.0,450.0
3096,330.0,515.0
3097,100.0,378.9
3098,190.0,435.0
3099,310.0,523.9
3100,305.0,340.0
3101,340.0,340.0
3102,90.0,465.0
3103,400.0,498.9
3104,245.0,470.0
3105,515.0,491.8
3106,210.0,430.0
3107,450.0,433.9
3108,365.0,418.9
3109,415.0,435.0
3110,175.0,395.0
3111,155.0,215.0
3112,165.0,515.0
3113,275.0,515.0
3114,210.0,358.9
3115,285.0,427.8
3116,245.0,390.0
3117,230.0,440.0
3118,325.0,388.9
3119,200.0,443.9
3120,245.0,398.9
3121,255.0,448.9
3122,210.0,335.0
3123,160.0,428.9
3124,290.0,485.0
3125,115.0,513.9
3126,435.0,465.0
3127,310.0,450.0
3128,215.0,447.8
3129,285.0,375.0
3130,0.0,323.9
3131,85.0,418.9
3132,215.0,435.0
3133,260.0,468.9
3134,395.0,435.0
3135,105.0,402.5
3136,420.0,315.0
3137,355.0,495.0
3138,150.0,393.9
3139,230.0,390.0
3140,5.0,500.0
3141,5.0,528.9
3142,360.0,407.8
3143,440.0,450.0
3144,210.0,423.9
3145,55.0,452.8
3146,150.0,568.9
3147,145.0,406.70000000000005
3148,160.0,405.0
3149,165.0,450.0
3150,320.0,440.0
3151,342.5,473.9
3152,115.0,435.0
3153,65.0,470.0
3154,285.0,478.9
3155,260.0,450.0
3156,354.0,390.0
3157,210.0,438.9
3158,335.0,443.9
3159,360.0,495.0
3160,285.0,458.9
3161,155.0,559.0
3162,255.0,465.0
3163,265.0,390.0
3164,50.0,494.0
3165,280.0,320.0
3166,440.0,470.0
3167,295.0,330.0
3168,310.0,430.0
3169,320.0,433.9
3170,195.0,430.0
3171,335.0,427.8
3172,270.0,393.9
3173,195.0,498.9
3174,285.0,338.9
3175,220.0,460.0
3176,195.0,405.0
3177,325.0,497.8
3178,275.0,475.0
3179,150.0,450.0
3180,130.0,506.70000000000005
3181,245.0,418.9
3182,360.0,450.0
3183,125.0,385.0
3184,100.0,433.9
3185,285.0,450.0
3186,280.0,432.8
3187,135.0,513.9
3188,100.0,275.0
3189,130.0,427.8
3190,190.0,498.9
3191,265.0,478.9
3192,55.0,410.0
3193,275.0,533.9
3194,195.0,340.0
3195,370.0,395.0
3196,125.0,340.0
3197,180.0,438.9
3198,5.0,355.0
3199,145.0,506.70000000000005
3200,215.0,555.0
3201,270.0,475.0
3202,255.0,427.8
3203,380.0,240.0
3204,415.0,468.9
3205,285.0,394.0
3206,215.0,330.0
3207,125.0,469.0
3208,245.0,427.8
3209,265.0,448.9
3210,245.0,575.0
3211,170.0,443.9
3212,215.0,483.9
3213,205.0,418.9
3214,75.0,413.9
3215,105.0,490.0
3216,80.0,422.8
3217,560.0,470.0
3218,180.0,520.0
3219,355.0,430.0
3220,195.0,427.8
3221,270.0,475.0
3222,185.0,403.9
3223,250.0,443.9
3224,335.0,435.0
3225,150.0,480.0
3226,385.0,415.0
3227,285.0,340.0
3228,230.0,380.0
3229,150.0,478.9
3230,180.0,203.9
3231,210.0,515.0
3232,195.0,278.9
3233,310.0,443.9
3234,345.0,490.0
3235,105.0,438.9
3236,375.0,478.9
3237,210.0,555.0
3238,160.0,579.0
3239,345.0,425.0
3240,230.0,380.0
3241,275.0,498.9
3242,290.0,375.0
3243,280.0,435.0
3244,150.0,370.0
3245,340.0,418.9
3246,270.0,495.0
3247,330.0,380.0
3248,240.0,435.0
3249,200.0,418.9
3250,475.0,517.9
3251,290.0,435.0
3252,325.0,413.9
3253,70.0,528.9
3254,240.0,472.8
3255,245.0,435.0
3256,360.0,408.9
3257,190.0,595.0
3258,504.0,505.0
3259,305.0,450.0
3260,395.0,423.9
3261,155.0,468.9
3262,115.0,385.0
3263,210.0,488.9
3264,315.0,500.6
3265,275.0,458.9
3266,380.0,497.8
3267,210.0,422.8
3268,150.0,373.9
3269,150.0,443.9
3270,55.0,298.9
3271,260.0,363.9
3272,280.0,560.0
3273,255.0,425.0
3274,415.0,467.8
3275,285.0,450.0
3276,85.0,375.0
3277,55.0,468.9
3278,250.0,498.9
3279,415.0,495.0
3280,150.0,420.0
3281,280.0,425.0
3282,210.0,556.8
3283,385.0,453.9
3284,315.0,525.0
3285,460.0,405.0
3286,335.0,380.0
3287,50.0,525.0
3288,265.0,348.9
3289,155.0,452.8
3290,90.0,523.9
3291,5.0,450.0
3292,250.0,435.0
3293,75.0,373.9
3294,320.0,340.0
3295,310.0,283.9
3296,350.0,348.9
3297,285.0,523.9
3298,300.0,285.0
3299,55.0,473.9
3300,200.0,510.0
3301,200.0,340.0
3302,145.0,390.0
3303,255.0,335.0
3304,255.0,423.9
3305,210.0,345.0
3306,310.0,408.9
3307,200.0,265.0
3308,95.0,478.9
3309,245.0,453.9
3310,165.0,300.0
3311,340.0,425.0
3312,195.0,515.0
3313,190.0,582.9
3314,95.0,450.0
3315,175.0,435.0
3316,345.0,410.0
3317,190.0,430.0
3318,330.0,448.9
3319,200.0,533.9
3320,300.0,424.0
3321,100.0,458.9
3322,275.0,525.0
3323,270.0,335.0
3324,100.0,401.70000000000005
3325,50.0,402.8
3326,320.0,465.0
3327,115.0,413.9
3328,280.0,383.9
3329,335.0,423.9
3330,180.0,360.0
3331,210.0,505.0
3332,294.0,508.9
3333,480.0,438.9
3334,395.0,450.0
3335,140.0,395.0
3336,280.0,470.0
3337,200.0,360.0
3338,400.0,430.0
3339,230.0,440.0
3340,515.0,528.9
3341,230.0,360.0
3342,260.0,397.8
3343,285.0,438.9
3344,95.0,450.0
3345,70.0,578.9
3346,375.0,418.9
3347,360.0,425.0
3348,415.0,285.0
3349,150.0,468.9
3350,95.0,355.0
3351,320.0,323.9
3352,200.0,433.9
3353,275.0,515.0
3354,155.0,438.9
3355,204.0,463.9
3356,300.0,323.9
3357,310.0,450.0
3358,185.0,470.0
3359,50.0,495.0
3360,295.0,505.0
3361,280.0,397.8
3362,55.0,417.8
3363,150.0,549.0
3364,105.0,430.0
3365,350.0,513.9
3366,250.0,435.0
3367,320.0,507.8
3368,195.0,490.0
3369,240.0,465.0
3370,240.0,450.0
3371,225.0,500.0
3372,415.0,450.0
3373,265.0,538.9
3374,275.0,507.8
3375,165.0,450.0
3376,360.0,435.0
3377,190.0,325.0
3378,300.0,458.9
3379,155.0,443.9
3380,415.0,483.9
3381,260.0,413.9
3382,235.0,340.0
3383,190.0,410.0
3384,50.0,423.9
3385,305.0,435.0
3386,255.0,443.9
3387,270.0,373.9
3388,265.0,413.9
3389,70.0,450.0
3390,165.0,445.0
3391,120.0,513.9
3392,300.0,373.9
3393,400.0,435.0
3394,345.0,427.8
3395,210.0,577.8
3396,210.0,440.0
3397,65.0,460.0
3398,245.0,358.9
3399,65.0,424.0
3400,405.0,425.0
3401,415.0,515.0
3402,280.0,437.8
3403,345.0,380.0
3404,185.0,455.0
3405,70.0,365.0
3406,5.0,470.0
3407,65.0,435.0
3408,175.0,452.8
3409,115.0,504.0
3410,225.0,450.0
3411,295.0,470.0
3412,415.0,435.0
3413,295.0,483.9
3414,145.0,455.0
3415,195.0,465.0
3416,175.0,515.0
3417,305.0,475.0
3418,440.0,450.0
3419,150.0,435.0
3420,265.0,418.9
3421,215.0,335.0
3422,165.0,333.9
3423,260.0,450.0
3424,155.0,435.0
3425,190.0,519.0
3426,215.0,410.0
3427,190.0,360.0
3428,385.0,387.8
3429,105.0,355.0
3430,460.0,503.9
3431,235.0,333.9
3432,115.0,402.8
3433,400.0,405.0
3434,190.0,442.8
3435,335.0,489.0
3436,245.0,525.0
3437,420.0,430.0
3438,145.0,435.0
3439,105.0,410.0
3440,285.0,445.0
3441,125.0,430.0
3442,370.0,452.8
3443,305.0,420.0
3444,285.0,433.9
3445,165.0,435.0
3446,305.0,325.0
3447,180.0,452.8
3448,310.0,498.9
3449,205.0,320.0
3450,155.0,295.0
3451,390.0,470.0
3452,320.0,438.9
3453,260.0,428.9
3454,354.0,383.9
3455,365.0,450.0
3456,200.0,373.9
3457,220.0,455.0
3458,170.0,427.8
3459,355.0,335.0
3460,350.0,413.9
3461,330.0,465.0
3462,185.0,390.0
3463,125.0,398.9
3464,370.0,515.0
3465,200.0,340.0
3466,230.0,348.9
3467,125.0,460.0
3468,95.0,460.0
3469,205.0,435.0
3470,140.0,503.9
3471,490.0,485.0
3472,290.0,420.0
3473,190.0,445.0
3474,355.0,445.0
3475,100.0,395.0
3476,265.0,495.0
3477,415.0,475.0
3478,260.0,455.0
3479,175.0,430.0
3480,250.0,515.0
3481,195.0,435.0
3482,295.0,468.9
3483,310.0,515.0
3484,195.0,403.9
3485,400.0,425.0
3486,160.0,405.0
3487,260.0,418.9
3488,255.0,445.0
3489,510.0,494.0
3490,225.0,470.0
3491,165.0,368.9
3492,240.0,435.0
3493,150.0,443.9
3494,335.0,548.9
3495,370.0,583.9
3496,150.0,377.8
3497,305.0,375.0
3498,265.0,390.0
3499,200.0,423.9
3500,290.0,435.0
3501,75.0,450.0
3502,295.0,402.8
3503,300.0,433.9
3504,300.0,465.0
3505,340.0,443.9
3506,255.0,410.0
3507,235.0,390.0
3508,260.0,437.8
3509,280.0,478.9
3510,105.0,412.8
3511,190.0,490.0
3512,415.0,520.0
3513,170.0,405.0
3514,260.0,407.8
3515,360.0,345.0
3516,100.0,423.9
3517,330.0,462.8
3518,230.0,529.0
3519,240.0,427.8
3520,105.0,433.9
3521,155.0,468.9
3522,150.0,400.0
3523,345.0,480.0
3524,165.0,427.8
3525,200.0,408.9
3526,335.0,435.0
3527,165.0,470.0
3528,100.0,450.0
3529,130.0,468.9
3530,330.0,402.9
3531,180.0,420.0
3532,335.0,348.9
3533,190.0,435.0
3534,275.0,418.9
3535,345.0,427.8
3536,250.0,450.0
3537,275.0,348.9
3538,75.0,435.0
3539,260.0,475.0
3540,150.0,433.9
3541,210.0,358.9
3542,220.0,382.8
3543,190.0,495.0
3544,210.0,478.9
3545,310.0,450.0
3546,180.0,403.9
3547,190.0,450.0
3548,110.0,495.0
3549,200.0,594.0
3550,385.0,452.8
3551,215.0,487.8
3552,305.0,435.0
3553,190.0,483.9
3554,200.0,505.0
3555,210.0,457.8
3556,100.0,490.0
3557,230.0,435.0
3558,105.0,435.0
3559,180.0,382.8
3560,115.0,417.8
3561,165.0,437.8
3562,310.0,435.0
3563,285.0,512.8
3564,235.0,505.0
3565,115.0,350.0
3566,180.0,465.0
3567,420.0,340.0
3568,145.0,325.0
3569,260.0,470.0
3570,415.0,470.0
3571,190.0,435.0
3572,375.0,458.9
3573,115.0,450.0
3574,305.0,405.0
3575,200.0,393.9
3576,340.0,428.9
3577,410.0,490.0
3578,130.0,560.0
3579,285.0,458.9
3580,110.0,458.9
3581,440.0,515.0
3582,199.0,350.0
3583,384.0,450.0
3584,215.0,428.9
3585,145.0,415.0
3586,335.0,510.0
3587,105.0,503.9
3588,240.0,490.0
3589,155.0,475.0
3590,280.0,443.9
3591,305.0,522.8
3592,100.0,435.0
3593,230.0,450.0
3594,495.0,450.0
3595,145.0,470.0
3596,180.0,358.9
3597,190.0,479.0
3598,305.0,560.0
3599,290.0,413.9
3600,245.0,397.8
3601,285.0,490.0
3602,115.0,462.8
3603,250.0,492.9
3604,240.0,540.0
3605,250.0,505.0
3606,220.0,385.0
3607,150.0,416.70000000000005
3608,185.0,407.8
3609,180.0,575.0
3610,105.0,480.0
3611,255.0,453.9
3612,290.0,475.0
3613,80.0,423.9
3614,410.0,450.0
3615,105.0,425.0
3616,320.0,515.0
3617,100.0,487.8
3618,90.0,463.9
3619,100.0,435.0
3620,160.0,493.9
3621,250.0,450.0
3622,325.0,378.9
3623,175.0,513.9
3624,245.0,398.9
3625,400.0,450.0
3626,335.0,413.9
3627,55.0,383.9
3628,280.0,293.9
3629,175.0,490.0
3630,220.0,461.70000000000005
3631,205.0,405.0
3632,160.0,300.0
3633,410.0,415.0
3634,445.0,488.9
3635,330.0,470.0
3636,305.0,470.0
3637,380.0,418.9
3638,420.0,445.0
3639,355.0,537.8
3640,470.0,455.0
3641,100.0,435.0
3642,95.0,450.0
3643,255.0,515.0
3644,310.0,506.70000000000005
3645,145.0,574.0
3646,340.0,435.0
3647,295.0,460.0
3648,230.0,455.0
3649,70.0,350.0
3650,340.0,475.0
3651,365.0,497.8
3652,350.0,450.0
3653,380.0,390.0
3654,155.0,175.0
3655,145.0,478.9
3656,155.0,435.0
3657,130.0,456.8
3658,225.0,427.8
3659,290.0,365.0
3660,165.0,290.0
3661,185.0,350.0
3662,405.0,473.9
3663,220.0,448.9
3664,340.0,392.8
3665,345.0,473.9
3666,115.0,443.9
3667,215.0,398.9
3668,190.0,420.0
3669,460.0,450.0
3670,245.0,485.0
3671,100.0,535.0
3672,390.0,495.0
3673,260.0,418.9
3674,210.0,442.8
3675,305.0,340.0
3676,315.0,393.9
3677,225.0,415.0
3678,285.0,300.0
3679,260.0,373.9
3680,345.0,435.0
3681,285.0,335.0
3682,160.0,442.9
3683,340.0,468.9
3684,260.0,470.0
3685,85.0,500.0
3686,225.0,425.0
3687,285.0,378.9
3688,244.0,430.0
3689,260.0,399.0
3690,400.0,443.9
3691,150.0,418.9
3692,330.0,250.0
3693,215.0,455.0
3694,195.0,515.0
3695,235.0,458.9
3696,270.0,430.0
3697,215.0,530.0
3698,340.0,462.8
3699,305.0,490.0
3700,175.0,382.8
3701,210.0,388.9
3702,170.0,465.0
3703,215.0,515.0
3704,285.0,455.0
3705,160.0,448.9
3706,290.0,573.9
3707,290.0,393.9
3708,205.0,432.8
3709,370.0,468.9
3710,175.0,452.8
3711,205.0,463.9
3712,290.0,528.9
3713,280.0,548.9
3714,315.0,435.0
3715,250.0,490.0
3716,250.0,470.0
3717,240.0,360.0
3718,355.0,470.0
3719,170.0,390.0
3720,385.0,418.9
3721,305.0,410.0
3722,250.0,418.9
3723,115.0,461.70000000000005
3724,275.0,495.0
3725,335.0,488.9
3726,335.0,435.0
3727,90.0,407.8
3728,175.0,343.9
3729,210.0,398.9
3730,320.0,420.0
3731,190.0,482.8
3732,130.0,475.0
3733,115.0,390.0
3734,260.0,452.8
3735,145.0,373.9
3736,345.0,443.9
3737,80.0,498.9
3738,375.0,345.0
3739,150.0,367.8
3740,400.0,460.0
3741,260.0,416.70000000000005
3742,285.0,474.0
3743,105.0,417.8
3744,150.0,452.8
3745,80.0,440.0
3746,50.0,430.0
3747,255.0,450.0
3748,290.0,417.8
3749,150.0,363.9
3750,105.0,310.0
3751,145.0,480.0
3752,250.0,475.0
3753,350.0,450.0
3754,285.0,445.0
3755,275.0,320.0
3756,90.0,515.0
3757,140.0,483.9
3758,205.0,505.0
3759,435.0,435.0
3760,355.0,510.0
3761,255.0,495.0
3762,210.0,435.0
3763,0.0,541.8
3764,320.0,452.8
3765,115.0,338.9
3766,280.0,445.0
3767,55.0,365.0
3768,175.0,450.0
3769,95.0,469.5
3770,265.0,450.0
3771,235.0,523.9
3772,170.0,435.0
3773,285.0,498.9
3774,295.0,503.9
3775,160.0,360.0
3776,275.0,368.9
3777,180.0,445.0
3778,385.0,470.0
3779,285.0,455.0
3780,50.0,445.0
3781,295.0,385.0
3782,145.0,464.0
3783,115.0,323.9
3784,85.0,360.0
3785,390.0,500.0
3786,370.0,548.9
3787,395.0,358.9
3788,260.0,425.0
3789,140.0,443.9
3790,310.0,450.0
3791,265.0,340.0
3792,230.0,555.0
3793,185.0,375.0
3794,150.0,385.0
3795,335.0,475.0
3796,510.0,405.0
3797,290.0,515.0
3798,70.0,462.8
3799,210.0,325.0
3800,235.0,300.0
3801,240.0,443.9
3802,210.0,460.0
3803,260.0,515.0
3804,395.0,422.8
3805,205.0,433.9
3806,425.0,468.9
3807,185.0,385.0
3808,375.0,393.9
3809,155.0,315.0
3810,385.0,450.0
3811,440.0,435.0
3812,395.0,475.0
3813,515.0,438.9
3814,240.0,443.9
3815,260.0,428.9
3816,50.0,347.8
3817,155.0,460.0
3818,275.0,498.9
3819,305.0,520.0
3820,395.0,338.9
3821,185.0,390.0
3822,355.0,435.0
3823,220.0,468.9
3824,540.0,460.0
3825,275.0,478.9
3826,150.0,445.0
3827,195.0,415.0
3828,190.0,442.8
3829,240.0,397.8
3830,395.0,450.0
3831,105.0,350.0
3832,105.0,355.0
3833,175.0,475.0
3834,160.0,388.9
3835,190.0,470.0
3836,260.0,460.0
3837,220.0,443.9
3838,385.0,450.0
3839,150.0,390.0
3840,205.0,427.8
3841,290.0,427.8
3842,415.0,495.0
3843,155.0,430.0
3844,165.0,485.0
3845,295.0,523.9
3846,155.0,485.0
3847,200.0,515.0
3848,190.0,360.0
3849,260.0,340.0
3850,165.0,385.0
3851,335.0,515.0
3852,100.0,370.0
3853,519.0,519.0
3854,395.0,423.9
3855,95.0,449.0
3856,415.0,455.0
3857,320.0,410.0
3858,105.0,375.0
3859,285.0,517.8
3860,350.0,515.0
3861,250.0,435.0
3862,505.0,445.0
3863,385.0,424.0
3864,115.0,523.9
3865,160.0,410.0
3866,460.0,420.0
3867,110.0,530.0
3868,100.0,425.0
3869,195.0,466.8
3870,190.0,435.0
3871,220.0,400.0
3872,225.0,380.0
3873,290.0,510.0
3874,155.0,416.8
3875,235.0,478.9
3876,185.0,425.0
3877,5.0,422.8
3878,280.0,340.0
3879,375.0,450.0
3880,250.0,523.9
3881,210.0,475.0
3882,340.0,470.0
3883,150.0,498.9
3884,265.0,515.0
3885,255.0,445.0
3886,5.0,468.9
