,p1_switches_count
5794,12
5795,5
5796,8
5797,11
5798,7
5799,6
5800,7
5801,5
5802,8
5803,12
5804,10
5805,2
5806,13
5807,7
5808,3
5809,13
5810,6
5811,8
5812,6
5813,10
5814,12
5815,9
5816,7
5817,6
5818,12
5819,14
5820,8
5821,9
5822,8
5823,8
5824,6
5825,9
5826,14
5827,5
5828,9
5829,12
5830,8
5831,1
5832,8
5833,7
5834,7
5835,8
5836,4
5837,14
5838,7
5839,10
5840,6
5841,14
5842,13
5843,9
5844,10
5845,6
5846,7
5847,13
5848,8
5849,12
5850,9
5851,6
5852,15
5853,8
5854,14
5855,10
5856,10
5857,8
5858,7
5859,6
5860,9
5861,7
5862,7
5863,12
5864,10
5865,10
5866,7
5867,13
5868,8
5869,6
5870,8
5871,11
5872,9
5873,12
5874,7
5875,5
5876,10
5877,6
5878,9
5879,5
5880,9
5881,5
5882,9
5883,13
5884,12
5885,3
5886,9
5887,12
5888,4
5889,7
5890,5
5891,6
5892,11
5893,8
5894,4
5895,9
5896,6
5897,10
5898,8
5899,7
5900,11
5901,8
5902,12
5903,4
5904,9
5905,9
5906,14
5907,7
5908,8
5909,11
5910,10
5911,11
5912,13
5913,7
5914,13
5915,9
5916,11
5917,11
5918,11
5919,8
5920,9
5921,8
5922,1
5923,8
5924,6
5925,6
5926,8
5927,12
5928,9
5929,5
5930,8
5931,8
5932,15
5933,11
5934,9
5935,5
5936,10
5937,11
5938,7
5939,12
5940,10
5941,8
5942,7
5943,7
5944,8
5945,11
5946,13
5947,11
5948,9
5949,10
5950,13
5951,12
5952,11
5953,4
5954,9
5955,11
5956,9
5957,14
5958,6
5959,6
5960,8
5961,10
5962,11
5963,7
5964,4
5965,10
5966,7
5967,10
5968,7
5969,9
5970,7
5971,10
5972,10
5973,11
5974,5
5975,6
5976,6
5977,12
5978,11
5979,6
5980,10
5981,9
5982,12
5983,7
5984,7
5985,5
5986,6
5987,10
5988,10
5989,10
5990,10
5991,5
5992,5
5993,8
5994,11
5995,11
5996,12
5997,10
5998,4
5999,9
6000,8
6001,12
6002,10
6003,7
6004,8
6005,9
6006,10
6007,9
6008,7
6009,11
6010,10
6011,12
6012,8
6013,12
6014,12
6015,8
6016,4
6017,5
6018,12
6019,6
6020,4
6021,8
6022,7
6023,7
6024,7
6025,6
6026,13
6027,9
6028,11
6029,7
6030,9
6031,7
6032,11
6033,8
6034,12
6035,9
6036,11
6037,15
6038,6
6039,13
6040,12
6041,9
6042,10
6043,10
6044,8
6045,7
6046,7
6047,14
6048,9
6049,8
6050,12
6051,12
6052,4
6053,7
6054,8
6055,6
6056,10
6057,6
6058,15
6059,12
6060,7
6061,12
6062,11
6063,2
6064,9
6065,10
6066,12
6067,10
6068,9
6069,9
6070,7
6071,7
6072,7
6073,9
6074,10
6075,12
6076,11
6077,4
6078,11
6079,9
6080,9
6081,9
6082,6
6083,5
6084,12
6085,11
6086,9
6087,5
6088,8
6089,10
6090,9
6091,8
6092,5
6093,11
6094,11
6095,8
6096,5
6097,4
6098,9
6099,9
6100,8
6101,6
6102,12
6103,7
6104,9
6105,9
6106,8
6107,6
6108,11
6109,14
6110,7
6111,9
6112,10
6113,10
6114,8
6115,7
6116,13
6117,10
6118,9
6119,8
6120,7
6121,4
6122,11
6123,12
6124,8
6125,12
6126,7
6127,6
6128,8
6129,11
6130,4
6131,13
6132,11
6133,15
6134,12
6135,5
6136,14
6137,14
6138,11
6139,10
6140,12
6141,13
6142,10
6143,8
6144,7
6145,5
6146,9
6147,7
6148,10
6149,6
6150,13
6151,12
6152,5
6153,8
6154,11
6155,8
6156,6
6157,5
6158,7
6159,9
6160,10
6161,8
6162,6
6163,9
6164,6
6165,10
6166,8
6167,10
6168,8
6169,9
6170,4
6171,9
6172,9
6173,11
6174,4
6175,6
6176,5
6177,7
6178,13
6179,11
6180,8
6181,7
6182,8
6183,11
6184,11
6185,10
6186,9
6187,4
6188,9
6189,9
6190,8
6191,6
6192,9
6193,10
6194,8
6195,11
6196,5
6197,10
6198,11
6199,6
6200,7
6201,8
6202,6
6203,15
6204,6
6205,11
6206,11
6207,10
6208,14
6209,8
6210,11
6211,9
6212,9
6213,10
6214,5
6215,13
6216,6
6217,7
6218,9
6219,10
6220,9
6221,6
6222,10
6223,14
6224,12
6225,6
6226,10
6227,12
6228,10
6229,4
6230,5
6231,9
6232,9
6233,6
6234,9
6235,4
6236,7
6237,9
6238,10
6239,9
6240,12
6241,7
6242,6
6243,10
6244,10
6245,10
6246,10
6247,10
6248,12
6249,6
6250,8
6251,7
6252,10
6253,10
6254,9
6255,6
6256,9
6257,8
6258,5
6259,12
6260,8
6261,12
6262,8
6263,8
6264,9
6265,8
6266,11
6267,11
6268,12
6269,7
6270,10
6271,9
6272,11
6273,4
6274,5
6275,12
6276,8
6277,7
6278,9
6279,8
6280,10
6281,12
6282,12
6283,14
6284,12
6285,6
6286,7
6287,11
6288,8
6289,10
6290,8
6291,5
6292,11
6293,8
6294,10
6295,7
6296,12
6297,10
6298,9
6299,6
6300,7
6301,12
6302,9
6303,12
6304,5
6305,9
6306,6
6307,7
6308,7
6309,12
6310,8
6311,7
6312,9
6313,13
6314,6
6315,7
6316,8
6317,8
6318,9
6319,7
6320,8
6321,7
6322,10
6323,9
6324,9
6325,10
6326,7
6327,8
6328,12
6329,7
6330,14
6331,6
6332,10
6333,13
6334,7
6335,6
6336,7
6337,13
6338,6
6339,12
6340,9
6341,11
6342,13
6343,7
6344,6
6345,14
6346,7
6347,9
6348,11
6349,9
6350,10
6351,7
6352,11
6353,7
6354,9
6355,6
6356,7
6357,14
6358,7
6359,9
6360,8
6361,11
6362,7
6363,8
6364,8
6365,4
6366,8
6367,10
6368,8
6369,9
6370,12
6371,10
6372,11
6373,10
6374,7
6375,12
6376,0
6377,9
6378,9
6379,9
6380,12
6381,14
6382,7
6383,8
6384,7
6385,5
6386,7
6387,9
6388,8
6389,9
6390,11
6391,8
6392,9
6393,3
6394,7
6395,17
6396,8
6397,9
6398,9
6399,13
6400,5
6401,7
6402,10
6403,5
6404,9
6405,7
6406,7
6407,10
6408,10
6409,11
6410,7
6411,14
6412,5
6413,8
6414,8
6415,10
6416,8
6417,5
6418,13
6419,11
6420,7
6421,10
6422,12
6423,10
6424,9
6425,13
6426,10
6427,12
6428,8
6429,9
6430,8
6431,8
6432,11
6433,10
6434,9
6435,6
6436,9
6437,10
6438,9
6439,7
6440,10
6441,4
6442,5
6443,8
6444,9
6445,10
6446,9
6447,9
6448,9
6449,5
6450,7
6451,6
6452,12
6453,15
6454,7
6455,11
6456,4
6457,6
6458,9
6459,8
6460,11
6461,7
6462,10
6463,10
6464,7
6465,7
6466,12
6467,4
6468,12
6469,11
6470,9
6471,12
6472,8
6473,7
6474,6
6475,6
6476,9
6477,8
6478,10
6479,7
6480,8
6481,10
6482,7
6483,13
6484,7
6485,14
6486,8
6487,13
6488,8
6489,10
6490,13
6491,12
6492,14
6493,9
6494,12
6495,11
6496,11
6497,13
6498,8
6499,11
6500,6
6501,8
6502,9
6503,9
6504,10
6505,11
6506,6
6507,6
6508,11
6509,9
6510,7
6511,14
6512,8
6513,4
6514,16
6515,15
6516,16
6517,10
6518,6
6519,11
6520,7
6521,10
6522,11
6523,6
6524,9
6525,9
6526,14
6527,0
6528,13
6529,5
6530,8
6531,12
6532,13
6533,8
6534,8
6535,10
6536,11
6537,9
6538,7
6539,8
6540,5
6541,11
6542,11
6543,9
6544,7
6545,15
6546,7
6547,8
6548,6
6549,11
6550,14
6551,9
6552,6
6553,10
6554,11
6555,9
6556,10
6557,9
6558,13
6559,8
6560,12
6561,9
6562,13
6563,9
6564,8
6565,12
6566,9
6567,9
6568,5
6569,10
6570,8
6571,10
6572,10
6573,7
6574,9
6575,12
6576,9
6577,6
6578,9
6579,10
6580,11
6581,9
6582,12
6583,6
6584,6
6585,6
6586,5
6587,11
6588,11
6589,10
6590,11
6591,11
6592,6
6593,5
6594,12
6595,12
6596,5
6597,8
6598,7
6599,8
6600,6
6601,9
6602,9
6603,10
6604,8
6605,9
6606,10
6607,9
6608,8
6609,11
6610,8
6611,5
6612,12
6613,10
6614,15
6615,13
6616,15
6617,15
6618,10
6619,8
6620,10
6621,7
6622,5
6623,9
6624,9
6625,5
6626,15
6627,10
6628,6
6629,5
6630,9
6631,7
6632,10
6633,10
6634,9
6635,9
6636,9
6637,18
6638,15
6639,10
6640,13
6641,5
6642,5
6643,8
6644,11
6645,9
6646,9
6647,6
6648,7
6649,4
6650,9
6651,15
6652,5
6653,8
6654,10
6655,9
6656,7
6657,4
6658,14
6659,4
6660,8
6661,11
6662,11
6663,4
6664,4
6665,11
6666,8
6667,11
6668,6
6669,11
6670,6
6671,4
6672,2
6673,7
6674,14
6675,12
6676,11
6677,8
6678,14
6679,8
6680,9
6681,7
6682,12
6683,8
6684,8
6685,10
6686,13
6687,10
6688,9
6689,10
6690,10
6691,7
6692,10
6693,13
6694,10
6695,9
6696,10
6697,10
6698,8
6699,7
6700,8
6701,5
6702,5
6703,10
6704,10
6705,15
6706,10
6707,10
6708,10
6709,12
6710,11
6711,6
6712,11
6713,9
6714,10
6715,9
6716,8
6717,9
6718,9
6719,10
6720,7
6721,11
6722,6
6723,14
6724,8
6725,7
6726,8
6727,8
6728,8
6729,12
6730,10
6731,10
6732,11
6733,11
6734,6
6735,8
6736,10
6737,8
6738,11
6739,8
6740,8
6741,9
6742,3
6743,10
6744,12
6745,10
6746,7
6747,9
6748,9
6749,12
6750,9
6751,7
6752,7
6753,5
6754,8
6755,7
6756,9
6757,5
6758,7
6759,7
6760,7
6761,7
6762,5
6763,10
6764,11
6765,12
6766,10
6767,11
6768,6
6769,10
6770,8
6771,11
6772,11
6773,8
6774,9
6775,9
6776,10
6777,12
6778,5
6779,14
6780,7
6781,9
6782,8
6783,6
6784,7
6785,7
6786,9
6787,8
6788,11
6789,9
6790,4
6791,8
6792,13
6793,7
6794,8
6795,13
6796,5
6797,5
6798,7
6799,7
6800,8
6801,9
6802,11
6803,10
6804,7
6805,8
6806,11
6807,10
6808,9
6809,5
6810,4
6811,8
6812,9
6813,6
6814,11
6815,8
6816,10
6817,19
6818,10
6819,7
6820,8
6821,8
6822,5
6823,9
6824,11
6825,6
6826,12
6827,10
6828,1
6829,7
6830,7
6831,9
6832,12
6833,7
6834,8
6835,8
6836,8
6837,7
6838,10
6839,7
6840,11
6841,9
6842,8
6843,13
6844,6
6845,7
6846,10
6847,8
6848,8
6849,7
6850,10
6851,7
6852,10
6853,7
6854,10
6855,7
6856,13
6857,6
6858,5
6859,12
6860,7
6861,13
6862,5
6863,14
6864,8
6865,10
6866,9
6867,10
6868,12
6869,11
6870,7
6871,9
6872,14
6873,14
6874,7
6875,8
6876,9
6877,5
6878,11
6879,12
6880,5
6881,12
6882,10
6883,8
6884,8
6885,10
6886,12
6887,11
6888,7
6889,10
6890,9
6891,12
6892,15
6893,7
6894,8
6895,7
6896,10
6897,6
6898,7
6899,8
6900,11
6901,7
6902,16
6903,14
6904,9
6905,10
6906,11
6907,6
6908,13
6909,8
6910,5
6911,6
6912,15
6913,15
6914,8
6915,7
6916,8
6917,12
6918,10
6919,9
6920,5
6921,8
6922,11
6923,8
6924,8
6925,11
6926,10
6927,8
6928,8
6929,6
6930,9
6931,6
6932,4
6933,15
6934,10
6935,5
6936,12
6937,3
6938,6
6939,7
6940,10
6941,9
6942,9
6943,10
6944,9
6945,13
6946,10
6947,5
6948,11
6949,3
6950,10
6951,10
6952,13
6953,6
6954,7
6955,8
6956,11
6957,10
6958,7
6959,7
6960,10
6961,11
6962,10
6963,8
6964,7
6965,6
6966,4
6967,10
6968,7
6969,11
6970,10
6971,11
6972,5
6973,12
6974,8
6975,13
6976,11
6977,6
6978,10
6979,8
6980,10
6981,9
6982,10
6983,8
6984,12
6985,5
6986,2
6987,12
6988,11
6989,9
6990,11
6991,10
6992,10
6993,5
6994,8
6995,14
6996,11
6997,13
6998,10
6999,12
7000,10
7001,7
7002,14
7003,7
7004,8
7005,9
7006,13
7007,6
7008,6
7009,12
7010,7
7011,6
7012,13
7013,5
7014,11
7015,9
7016,9
7017,11
7018,10
7019,11
7020,12
7021,6
7022,10
7023,5
7024,7
7025,12
7026,10
7027,9
7028,8
7029,6
7030,9
7031,7
7032,8
7033,5
7034,9
7035,11
7036,6
7037,12
7038,11
7039,11
7040,7
7041,9
7042,12
7043,5
7044,7
7045,8
7046,14
7047,9
7048,12
7049,14
7050,10
7051,7
7052,8
7053,7
7054,9
7055,10
7056,6
7057,9
7058,6
7059,10
7060,16
7061,6
7062,14
7063,10
7064,12
7065,9
7066,8
7067,7
7068,14
7069,8
7070,7
7071,4
7072,7
7073,9
7074,18
7075,15
7076,10
7077,10
7078,7
7079,10
7080,8
7081,9
7082,13
7083,10
7084,6
7085,18
7086,12
7087,9
7088,6
7089,6
7090,9
7091,7
7092,12
7093,8
7094,6
7095,10
7096,9
7097,6
7098,6
7099,10
7100,9
7101,9
7102,9
7103,8
7104,8
7105,10
7106,10
7107,8
7108,9
7109,6
7110,8
7111,15
7112,6
7113,4
7114,9
7115,6
7116,10
7117,7
7118,10
7119,7
7120,7
7121,10
7122,10
7123,12
7124,9
7125,7
7126,4
7127,7
7128,5
7129,7
7130,6
7131,10
7132,7
7133,7
7134,8
7135,7
7136,12
7137,13
7138,7
7139,6
7140,7
7141,8
7142,7
7143,10
7144,9
7145,6
7146,9
7147,6
7148,11
7149,8
7150,14
7151,13
7152,4
7153,10
7154,6
7155,11
7156,5
7157,8
7158,9
7159,8
7160,10
7161,12
7162,3
7163,13
7164,8
7165,4
7166,9
7167,8
7168,7
7169,7
7170,9
7171,10
7172,16
7173,3
7174,11
7175,11
7176,11
7177,12
7178,10
7179,13
7180,12
7181,8
7182,6
7183,8
7184,8
7185,6
7186,8
7187,11
7188,13
7189,9
7190,11
7191,6
7192,5
7193,6
7194,13
7195,7
7196,15
7197,10
7198,10
7199,10
7200,9
7201,14
7202,9
7203,15
7204,10
7205,11
7206,10
7207,10
7208,9
7209,7
7210,11
7211,7
7212,11
7213,4
7214,7
7215,8
7216,11
7217,10
7218,11
7219,12
7220,11
7221,7
7222,12
7223,9
7224,7
7225,4
7226,5
7227,8
7228,6
7229,7
7230,12
7231,9
7232,4
7233,4
7234,8
7235,11
7236,12
7237,8
7238,12
7239,5
7240,5
7241,8
7242,9
7243,5
7244,11
7245,7
7246,8
7247,6
7248,8
7249,8
7250,5
7251,7
7252,11
7253,9
7254,10
7255,11
7256,12
7257,10
7258,8
7259,5
7260,8
7261,9
7262,7
7263,8
7264,11
7265,13
7266,8
7267,11
7268,3
7269,8
7270,11
7271,10
7272,6
7273,8
7274,11
7275,11
7276,9
7277,9
7278,13
7279,8
7280,11
7281,11
7282,6
7283,8
7284,7
7285,11
7286,13
7287,8
7288,9
7289,8
7290,14
7291,10
7292,11
7293,7
7294,7
7295,9
7296,7
7297,9
7298,19
7299,7
7300,8
7301,8
7302,16
7303,6
7304,14
7305,5
7306,9
7307,5
7308,8
7309,11
7310,12
7311,7
7312,4
7313,8
7314,13
7315,8
7316,10
7317,5
7318,11
7319,10
7320,6
7321,10
7322,10
7323,11
7324,11
7325,8
7326,11
7327,9
7328,9
7329,7
7330,15
7331,10
7332,5
7333,9
7334,11
7335,9
7336,12
7337,5
7338,9
7339,9
7340,7
7341,7
7342,6
7343,9
7344,11
7345,11
7346,10
7347,6
7348,10
7349,8
7350,8
7351,5
7352,8
7353,7
7354,10
7355,9
7356,4
7357,10
7358,14
7359,3
7360,9
7361,13
7362,9
7363,9
7364,7
7365,10
7366,7
7367,11
7368,7
7369,4
7370,9
7371,9
7372,6
7373,11
7374,8
7375,10
7376,5
7377,11
7378,9
7379,7
7380,9
7381,3
7382,9
7383,11
7384,11
7385,12
7386,10
7387,11
7388,13
7389,10
7390,6
7391,6
7392,7
7393,11
7394,10
7395,10
7396,10
7397,8
7398,8
7399,9
7400,9
7401,14
7402,12
7403,10
7404,15
7405,11
7406,14
7407,11
7408,10
7409,7
7410,7
7411,4
7412,11
7413,9
7414,10
7415,9
7416,8
7417,11
7418,7
7419,5
7420,6
7421,9
7422,2
7423,10
7424,9
7425,10
7426,12
7427,13
7428,9
7429,7
7430,11
7431,10
7432,9
7433,5
7434,11
7435,8
7436,11
7437,9
7438,10
7439,8
7440,9
7441,9
7442,10
7443,8
7444,8
7445,9
7446,11
7447,7
7448,6
7449,10
7450,11
7451,7
7452,7
7453,10
7454,8
7455,12
7456,11
7457,11
7458,10
7459,8
7460,10
7461,9
7462,4
7463,12
7464,6
7465,8
7466,10
7467,9
7468,8
7469,7
7470,8
7471,10
7472,6
7473,7
7474,12
7475,12
7476,10
7477,10
7478,12
7479,8
7480,12
7481,8
7482,10
7483,5
7484,8
7485,10
7486,8
7487,10
7488,11
7489,8
7490,13
7491,6
7492,10
7493,13
7494,8
7495,9
7496,4
7497,7
7498,13
7499,7
7500,11
7501,6
7502,13
7503,7
7504,7
7505,6
7506,9
7507,3
7508,12
7509,8
7510,6
7511,7
7512,12
7513,11
7514,8
7515,11
7516,9
7517,7
7518,8
7519,4
7520,8
7521,7
7522,10
7523,9
7524,5
7525,8
7526,8
7527,9
7528,7
7529,12
7530,8
7531,7
7532,7
7533,7
7534,13
7535,7
7536,7
7537,7
7538,10
7539,6
7540,8
7541,6
7542,12
7543,10
7544,11
7545,7
7546,12
7547,5
7548,10
7549,13
7550,10
7551,5
7552,8
7553,6
7554,7
7555,8
7556,11
7557,8
7558,8
7559,8
7560,10
7561,6
7562,12
7563,14
7564,11
7565,7
7566,12
7567,7
7568,11
7569,7
7570,9
7571,6
7572,9
7573,5
7574,5
7575,9
7576,6
7577,5
7578,9
7579,13
7580,12
7581,8
7582,6
7583,9
7584,8
7585,11
7586,6
7587,12
7588,10
7589,9
7590,10
7591,7
7592,9
7593,4
7594,14
7595,6
7596,7
7597,11
7598,10
7599,8
7600,9
7601,14
7602,7
7603,6
7604,4
7605,5
7606,10
7607,13
7608,15
7609,13
7610,10
7611,10
7612,6
7613,4
7614,11
7615,7
7616,8
7617,13
7618,2
7619,9
7620,7
7621,8
7622,8
7623,6
7624,9
7625,10
7626,8
7627,14
7628,10
7629,8
7630,10
7631,6
7632,9
7633,8
7634,11
7635,5
7636,11
7637,6
7638,13
7639,11
7640,10
7641,10
7642,9
7643,0
7644,10
7645,4
7646,5
7647,8
7648,10
7649,13
7650,10
7651,5
7652,16
7653,7
7654,9
7655,3
7656,9
7657,9
7658,9
7659,6
7660,5
7661,13
7662,7
7663,11
7664,9
7665,10
7666,9
7667,7
7668,8
7669,13
7670,12
7671,5
7672,8
7673,13
7674,5
7675,9
7676,13
7677,11
7678,9
7679,8
7680,7
7681,10
7682,5
7683,6
7684,8
7685,6
7686,7
7687,8
7688,10
7689,8
7690,5
7691,5
7692,11
7693,11
7694,11
7695,8
7696,8
7697,9
7698,11
7699,9
7700,6
7701,8
7702,14
7703,7
7704,8
7705,10
7706,12
7707,10
7708,10
7709,17
7710,10
7711,6
7712,7
7713,13
7714,3
7715,4
7716,9
7717,8
7718,8
7719,9
7720,13
7721,6
7722,7
7723,6
7724,11
7725,12
7726,5
7727,7
7728,10
7729,10
7730,10
7731,7
7732,6
7733,11
7734,9
7735,8
7736,8
7737,15
7738,11
7739,5
7740,9
7741,11
7742,6
7743,12
7744,7
7745,9
7746,10
7747,7
7748,7
7749,9
7750,14
7751,9
7752,5
7753,10
7754,11
7755,11
7756,8
7757,9
7758,7
7759,12
7760,15
7761,8
7762,9
7763,10
7764,5
7765,9
7766,8
7767,7
7768,11
7769,12
7770,12
7771,6
7772,6
7773,6
7774,11
7775,11
7776,12
7777,8
7778,9
7779,11
7780,8
7781,11
7782,10
7783,8
7784,5
7785,9
7786,7
7787,7
7788,8
7789,8
7790,15
7791,16
7792,12
7793,9
7794,11
7795,13
7796,9
7797,8
7798,6
7799,4
7800,8
7801,11
7802,17
7803,8
7804,6
7805,9
7806,7
7807,11
7808,7
7809,12
7810,7
7811,10
7812,6
7813,5
7814,10
7815,9
7816,8
7817,11
7818,8
7819,14
7820,9
7821,13
7822,6
7823,11
7824,5
7825,10
7826,7
7827,12
7828,8
7829,4
7830,5
7831,8
7832,14
7833,7
7834,9
7835,5
7836,16
7837,9
7838,10
7839,10
7840,7
7841,11
7842,8
7843,7
7844,12
7845,9
7846,9
7847,7
7848,9
7849,5
7850,6
7851,4
7852,10
7853,10
7854,8
7855,8
7856,13
7857,6
7858,9
7859,9
7860,6
7861,10
7862,8
7863,7
7864,8
7865,9
7866,8
7867,13
7868,9
7869,7
7870,8
7871,13
7872,12
7873,11
7874,11
7875,5
7876,6
7877,12
7878,11
7879,10
7880,10
7881,10
7882,10
7883,8
7884,7
7885,13
7886,4
7887,6
7888,11
7889,14
7890,5
7891,9
7892,9
7893,8
7894,10
7895,12
7896,10
7897,11
7898,10
7899,7
7900,5
7901,5
7902,9
7903,8
7904,10
7905,5
7906,9
7907,9
7908,9
7909,6
7910,8
7911,8
7912,9
7913,8
7914,12
7915,11
7916,12
7917,10
7918,7
7919,7
7920,4
7921,5
7922,9
7923,4
7924,10
7925,2
7926,4
7927,12
7928,6
7929,11
7930,10
7931,5
7932,11
7933,8
7934,8
7935,9
7936,11
7937,5
7938,8
7939,10
7940,11
7941,9
7942,9
7943,6
7944,14
7945,6
7946,7
7947,13
7948,13
7949,7
7950,10
7951,11
7952,6
7953,10
7954,11
7955,8
7956,6
7957,10
7958,11
7959,9
7960,10
7961,8
7962,7
7963,7
7964,12
7965,11
7966,5
7967,7
7968,9
7969,7
7970,7
7971,11
7972,7
7973,7
7974,11
7975,12
7976,10
7977,8
7978,5
7979,7
7980,10
7981,8
7982,14
7983,7
7984,11
7985,11
7986,6
7987,8
7988,9
7989,4
7990,14
7991,11
7992,8
7993,12
7994,6
7995,8
7996,5
7997,11
7998,8
7999,6
8000,12
8001,11
8002,7
8003,6
8004,10
8005,9
8006,9
8007,9
8008,8
8009,10
8010,9
8011,9
8012,9
8013,5
8014,11
8015,6
8016,9
8017,12
8018,10
8019,13
8020,5
8021,7
8022,7
8023,7
8024,10
8025,10
8026,11
8027,3
8028,10
8029,13
8030,11
8031,13
8032,8
8033,8
8034,12
8035,7
8036,5
8037,10
8038,9
8039,9
8040,10
8041,11
8042,11
8043,4
8044,2
8045,3
8046,10
8047,14
8048,14
8049,13
8050,10
8051,10
8052,7
8053,11
8054,11
8055,9
8056,8
8057,8
8058,9
8059,9
8060,7
8061,7
8062,9
8063,7
8064,7
8065,11
8066,10
8067,7
8068,9
8069,4
8070,10
8071,9
8072,10
8073,6
8074,15
8075,8
8076,12
8077,9
8078,8
8079,9
8080,7
8081,10
8082,8
8083,8
8084,12
8085,7
8086,10
8087,11
8088,9
8089,10
8090,7
8091,11
8092,7
8093,8
8094,11
8095,3
8096,6
8097,8
8098,9
8099,4
8100,10
8101,7
8102,7
8103,8
8104,6
8105,11
8106,11
8107,6
8108,8
8109,9
8110,7
8111,5
8112,11
8113,7
8114,6
8115,10
8116,9
8117,12
8118,12
8119,12
8120,14
8121,7
8122,6
8123,7
8124,10
8125,9
8126,11
8127,6
8128,9
8129,13
8130,7
8131,8
8132,10
8133,10
8134,8
8135,8
8136,17
8137,8
8138,8
8139,14
8140,8
8141,9
8142,9
8143,9
8144,7
8145,11
8146,6
8147,4
8148,11
8149,10
8150,10
8151,8
8152,17
8153,7
8154,6
8155,6
8156,10
8157,5
8158,11
8159,8
8160,9
8161,8
8162,10
8163,8
8164,7
8165,12
8166,11
8167,6
8168,6
8169,7
8170,7
8171,11
8172,7
8173,9
8174,10
8175,9
8176,10
8177,15
8178,10
8179,8
8180,6
8181,3
8182,6
8183,8
8184,10
8185,9
8186,11
8187,6
8188,9
8189,10
8190,10
8191,9
8192,11
8193,6
8194,9
8195,9
8196,6
8197,8
8198,11
8199,9
8200,8
8201,8
8202,11
8203,6
8204,11
8205,8
8206,12
8207,14
8208,11
8209,6
8210,6
8211,11
8212,5
8213,8
8214,11
8215,11
8216,6
8217,15
8218,3
8219,10
8220,13
8221,11
8222,8
8223,12
8224,13
8225,13
8226,7
8227,5
8228,4
8229,8
8230,12
8231,3
8232,12
8233,13
8234,11
8235,7
8236,9
8237,9
8238,8
8239,12
8240,13
8241,7
8242,11
8243,7
8244,12
8245,14
8246,14
8247,10
8248,5
8249,9
8250,7
8251,11
8252,8
8253,10
8254,11
8255,12
8256,10
8257,7
8258,8
8259,7
8260,15
8261,7
8262,7
8263,6
8264,6
8265,10
8266,12
8267,9
8268,9
8269,9
8270,7
8271,10
8272,7
8273,14
8274,10
8275,9
8276,8
8277,5
8278,12
8279,10
8280,15
8281,7
8282,5
8283,9
8284,15
8285,19
8286,7
8287,11
8288,10
8289,9
8290,7
8291,9
8292,9
8293,10
8294,10
8295,10
8296,12
8297,7
8298,9
8299,8
8300,9
8301,16
8302,7
8303,5
8304,5
8305,5
8306,4
8307,12
8308,6
8309,6
8310,9
8311,12
8312,14
8313,12
8314,9
8315,10
8316,10
8317,11
8318,8
8319,12
8320,4
8321,7
8322,6
8323,10
8324,11
8325,13
8326,9
8327,9
8328,14
8329,11
8330,8
8331,10
8332,10
8333,11
8334,7
8335,8
8336,9
8337,12
8338,13
8339,7
8340,13
8341,13
8342,10
8343,8
8344,13
8345,15
8346,10
8347,11
8348,6
8349,5
8350,7
8351,6
8352,12
8353,9
8354,8
8355,9
8356,7
8357,7
8358,9
8359,2
8360,7
8361,8
8362,7
8363,9
8364,7
8365,9
8366,9
8367,9
8368,10
8369,7
8370,11
8371,12
8372,6
8373,9
8374,3
8375,7
8376,10
8377,10
8378,13
8379,6
8380,6
8381,8
8382,11
8383,5
8384,9
8385,11
8386,10
8387,7
8388,10
8389,9
8390,10
8391,6
8392,10
8393,5
8394,6
8395,7
8396,10
8397,10
8398,6
8399,9
8400,8
8401,9
8402,13
8403,9
8404,12
8405,7
8406,8
8407,10
8408,5
8409,6
8410,5
8411,4
8412,12
8413,10
8414,8
8415,10
8416,15
8417,12
8418,7
8419,10
8420,11
8421,6
8422,6
8423,8
8424,8
8425,4
8426,11
8427,10
8428,5
8429,13
8430,8
8431,8
8432,18
8433,9
8434,10
8435,13
8436,5
8437,9
8438,7
8439,8
8440,10
8441,7
8442,9
8443,8
8444,7
8445,5
8446,13
8447,9
8448,11
8449,11
8450,10
8451,8
8452,12
8453,6
8454,10
8455,8
8456,11
8457,5
8458,8
8459,7
8460,11
8461,12
8462,9
8463,9
8464,9
8465,7
8466,11
8467,9
8468,11
8469,12
8470,9
8471,3
8472,13
8473,10
8474,8
8475,10
8476,8
8477,7
8478,11
8479,10
8480,11
8481,9
8482,8
8483,7
8484,7
8485,12
8486,11
8487,12
8488,10
8489,5
8490,11
8491,11
8492,6
8493,8
8494,11
8495,12
8496,9
8497,12
8498,12
8499,8
8500,16
8501,9
8502,11
8503,11
8504,5
8505,4
8506,8
8507,6
8508,7
8509,12
8510,8
8511,9
8512,6
8513,9
8514,9
8515,14
8516,9
8517,4
8518,13
8519,12
8520,3
8521,12
8522,4
8523,10
8524,12
8525,11
8526,9
8527,12
8528,11
8529,4
8530,11
8531,10
8532,9
8533,12
8534,14
8535,7
8536,8
8537,12
8538,4
8539,12
8540,7
8541,5
8542,13
8543,11
8544,12
8545,10
8546,12
8547,4
8548,10
8549,15
8550,7
8551,10
8552,2
8553,9
8554,14
8555,5
8556,5
8557,11
8558,13
8559,9
8560,8
8561,11
8562,8
8563,8
8564,9
8565,7
8566,8
8567,4
8568,4
8569,16
8570,4
8571,11
8572,8
8573,8
8574,10
8575,8
8576,7
8577,8
8578,9
8579,5
8580,13
8581,6
8582,10
8583,10
8584,8
8585,14
8586,10
8587,11
8588,12
8589,10
8590,9
8591,10
