,p1_sum_def_last,p2_sum_def_last
2621,350.0,370.0
2622,125.0,376.9
2623,245.0,390.0
2624,295.0,435.0
2625,240.0,416.9
2626,150.0,378.8
2627,175.0,388.8
2628,140.0,315.0
2629,220.0,436.9
2630,320.0,415.0
2631,155.0,291.9
2632,280.0,455.0
2633,180.0,550.0
2634,455.0,471.9
2635,90.0,420.0
2636,180.0,340.0
2637,215.0,441.9
2638,180.0,431.9
2639,200.0,366.9
2640,85.0,505.0
2641,375.0,465.0
2642,65.0,445.0
2643,155.0,370.0
2644,115.0,485.0
2645,320.0,451.9
2646,90.0,435.0
2647,455.0,425.0
2648,410.0,330.0
2649,190.0,530.0
2650,300.0,348.8
2651,90.0,455.0
2652,155.0,391.9
2653,0.0,363.8
2654,50.0,378.8
2655,275.0,376.9
2656,105.0,411.9
2657,300.0,435.0
2658,360.0,510.70000000000005
2659,360.0,270.0
2660,60.0,401.9
2661,285.0,380.0
2662,200.0,395.0
2663,435.0,383.8
2664,280.0,391.9
2665,470.0,565.0
2666,210.0,475.0
2667,275.0,376.9
2668,285.0,411.9
2669,135.0,476.9
2670,125.0,350.0
2671,455.0,355.0
2672,325.0,366.9
2673,185.0,195.0
2674,100.0,465.0
2675,230.0,410.0
2676,90.0,380.0
2677,285.0,415.0
2678,85.0,310.0
2679,405.0,526.9
2680,160.0,455.0
2681,180.0,375.0
2682,310.0,505.0
2683,165.0,288.8
2684,150.0,296.9
2685,50.0,381.9
2686,225.0,390.0
2687,190.0,415.0
2688,285.0,445.0
2689,320.0,471.9
2690,225.0,415.0
2691,215.0,516.9
2692,200.0,380.0
2693,335.0,425.0
2694,415.0,416.9
2695,195.0,535.0
2696,70.0,415.0
2697,160.0,425.0
2698,300.0,411.9
2699,190.0,406.9
2700,185.0,515.0
2701,240.0,435.0
2702,190.0,481.9
2703,225.0,490.0
2704,400.0,375.0
2705,315.0,453.8
2706,270.0,376.9
2707,355.0,391.9
2708,270.0,436.9
2709,5.0,341.9
2710,165.0,478.8
2711,130.0,416.9
2712,225.0,330.0
2713,170.0,416.9
2714,340.0,410.0
2715,175.0,416.9
2716,150.0,380.0
2717,315.0,380.0
2718,225.0,410.0
2719,140.0,380.0
2720,65.0,336.9
2721,415.0,351.9
2722,395.0,381.9
2723,90.0,455.0
2724,320.0,341.9
2725,120.0,451.9
2726,170.0,465.0
2727,190.0,425.0
2728,5.0,375.0
2729,165.0,398.8
2730,465.0,356.9
2731,185.0,421.9
2732,210.0,416.9
2733,370.0,386.9
2734,430.0,500.0
2735,150.0,290.0
2736,155.0,375.0
2737,250.0,395.0
2738,175.0,331.9
2739,330.0,380.0
2740,310.0,395.0
2741,155.0,366.9
2742,290.0,215.0
2743,85.0,380.0
2744,45.0,395.0
2745,155.0,375.0
2746,275.0,361.9
2747,295.0,355.0
2748,40.0,455.0
2749,130.0,390.0
2750,285.0,458.8
2751,285.0,465.0
2752,250.0,325.0
2753,170.0,480.0
2754,225.0,358.8
2755,315.0,380.0
2756,135.0,311.9
2757,200.0,416.9
2758,130.0,366.9
2759,135.0,285.0
2760,160.0,548.8
2761,90.0,395.0
2762,215.0,403.8
2763,220.0,353.8
2764,265.0,420.0
2765,130.0,381.9
2766,180.0,455.0
2767,220.0,350.0
2768,205.0,445.0
2769,110.0,306.9
2770,245.0,333.8
2771,155.0,355.0
2772,200.0,376.9
2773,95.0,410.0
2774,255.0,548.8
2775,355.0,466.9
2776,360.0,403.8
2777,105.0,421.9
2778,175.0,330.0
2779,180.0,446.9
2780,295.0,435.0
2781,5.0,398.8
2782,315.0,341.9
2783,270.0,405.0
2784,140.0,416.9
2785,65.0,370.0
2786,265.0,416.9
2787,65.0,540.0
2788,250.0,245.0
2789,185.0,325.0
2790,225.0,585.0
2791,305.0,378.8
2792,135.0,421.9
2793,255.0,475.0
2794,140.0,385.0
2795,250.0,400.0
2796,5.0,435.0
2797,160.0,351.9
2798,225.0,355.0
2799,300.0,380.0
2800,65.0,365.0
2801,95.0,280.0
2802,165.0,378.0
2803,100.0,401.9
2804,360.0,458.8
2805,110.0,380.0
2806,265.0,471.9
2807,160.0,418.8
2808,185.0,510.0
2809,125.0,215.0
2810,250.0,416.9
2811,270.0,516.9
2812,240.0,566.9
2813,105.0,431.9
2814,295.0,351.9
2815,420.0,455.0
2816,165.0,470.0
2817,220.0,353.8
2818,375.0,460.0
2819,205.0,406.9
2820,105.0,310.0
2821,330.0,380.0
2822,380.0,455.0
2823,175.0,351.9
2824,300.0,330.0
2825,270.0,430.0
2826,135.0,365.0
2827,165.0,420.0
2828,260.0,326.9
2829,195.0,420.0
2830,225.0,320.0
2831,270.0,460.0
2832,125.0,431.9
2833,275.0,285.0
2834,310.0,403.8
2835,185.0,405.0
2836,240.0,290.0
2837,220.0,366.9
2838,90.0,356.9
2839,295.0,330.0
2840,335.0,511.9
2841,155.0,403.8
2842,200.0,495.0
2843,230.0,281.9
2844,215.0,421.9
2845,215.0,475.0
2846,190.0,330.0
2847,125.0,335.0
2848,145.0,355.0
2849,220.0,466.9
2850,235.0,505.0
2851,405.0,380.0
2852,295.0,416.9
2853,450.0,350.0
2854,180.0,480.0
2855,130.0,420.0
2856,5.0,275.0
2857,5.0,415.0
2858,320.0,576.9
2859,235.0,470.0
2860,130.0,425.0
2861,150.0,440.70000000000005
2862,150.0,420.0
2863,115.0,375.0
2864,145.0,365.0
2865,5.0,590.0
2866,170.0,455.0
2867,110.0,375.0
2868,290.0,431.9
2869,65.0,170.0
2870,190.0,583.8
2871,270.0,380.0
2872,245.0,500.0
2873,190.0,376.9
2874,280.0,425.0
2875,100.0,270.0
2876,185.0,380.0
2877,235.0,460.0
2878,220.0,275.0
2879,185.0,391.9
2880,245.0,490.0
2881,205.0,521.9
2882,285.0,370.0
2883,325.0,366.9
2884,230.0,406.9
2885,220.0,476.9
2886,190.0,376.9
2887,320.0,455.0
2888,240.0,401.9
2889,130.0,465.0
2890,220.0,461.9
2891,235.0,301.9
2892,50.0,286.9
2893,390.0,381.9
2894,40.0,441.9
2895,260.0,420.0
2896,200.0,366.9
2897,185.0,350.0
2898,215.0,370.0
2899,250.0,400.0
2900,385.0,326.9
2901,305.0,391.9
2902,280.0,416.9
2903,305.0,420.0
2904,270.0,375.0
2905,130.0,340.0
2906,370.0,380.0
2907,120.0,575.0
2908,245.0,285.0
2909,200.0,456.9
2910,265.0,275.0
2911,70.0,415.0
2912,340.0,471.9
2913,175.0,376.9
2914,390.0,451.9
2915,215.0,460.0
2916,245.0,375.0
2917,240.0,230.0
2918,185.0,451.9
2919,285.0,365.0
2920,215.0,436.9
2921,435.0,451.9
2922,285.0,415.0
2923,95.0,291.9
2924,155.0,400.70000000000005
2925,50.0,375.0
2926,475.0,423.0
2927,65.0,553.8
2928,320.0,326.9
2929,250.0,408.8
2930,230.0,480.0
2931,265.0,496.9
2932,90.0,411.9
2933,285.0,425.0
2934,250.0,361.9
2935,180.0,441.9
2936,180.0,325.0
2937,240.0,310.0
2938,270.0,370.0
2939,175.0,420.0
2940,335.0,520.0
2941,265.0,440.0
2942,485.0,325.0
2943,180.0,395.0
2944,135.0,375.0
2945,355.0,468.8
2946,345.0,380.0
2947,300.0,470.0
2948,275.0,386.9
2949,430.0,405.0
2950,345.0,331.9
2951,225.0,351.9
2952,125.0,380.0
2953,440.0,353.8
2954,210.0,420.0
2955,0.0,300.0
2956,360.0,510.0
2957,185.0,420.0
2958,90.0,405.0
2959,215.0,403.8
2960,45.0,341.9
2961,5.0,486.9
2962,150.0,375.0
2963,245.0,393.8
2964,180.0,415.0
2965,135.0,381.9
2966,265.0,316.9
2967,50.0,596.9
2968,40.0,345.0
2969,310.0,281.9
2970,315.0,450.0
2971,468.0,391.9
2972,325.0,415.0
2973,155.0,380.0
2974,270.0,390.0
2975,185.0,370.0
2976,160.0,366.9
2977,345.0,395.0
2978,190.0,381.9
2979,180.0,311.9
2980,45.0,401.9
2981,340.0,520.0
2982,240.0,455.0
2983,305.0,356.9
2984,245.0,331.9
2985,235.0,388.8
2986,310.0,366.9
2987,95.0,390.0
2988,100.0,391.9
2989,135.0,375.0
2990,220.0,420.0
2991,305.0,376.9
2992,375.0,353.8
2993,175.0,325.0
2994,260.0,378.8
2995,295.0,345.0
2996,90.0,441.9
2997,220.0,430.0
2998,240.0,541.9
2999,125.0,485.0
3000,170.0,306.9
3001,190.0,423.0
3002,285.0,420.0
3003,150.0,326.9
3004,160.0,405.0
3005,285.0,415.0
3006,360.0,381.9
3007,215.0,415.0
3008,420.0,380.0
3009,185.0,380.0
3010,95.0,315.0
3011,290.0,385.0
3012,255.0,378.8
3013,330.0,455.0
3014,215.0,450.0
3015,230.0,416.9
3016,155.0,455.0
3017,85.0,375.0
3018,210.0,391.9
3019,385.0,301.9
3020,220.0,370.70000000000005
3021,145.0,210.0
3022,225.0,441.9
3023,480.0,465.0
3024,65.0,350.0
3025,225.0,455.0
3026,280.0,453.8
3027,175.0,550.0
3028,295.0,405.0
3029,270.0,621.9
3030,240.0,456.9
3031,210.0,440.0
3032,425.0,296.9
3033,365.0,405.0
3034,180.0,396.9
3035,300.0,395.0
3036,230.0,441.9
3037,345.0,416.9
3038,155.0,455.0
3039,130.0,373.8
3040,215.0,391.9
3041,515.0,455.0
3042,215.0,355.0
3043,285.0,420.0
3044,230.0,346.9
3045,145.0,471.9
3046,180.0,441.9
3047,135.0,490.0
3048,325.0,454.9
3049,180.0,380.0
3050,335.0,530.0
3051,5.0,478.8
3052,125.0,421.9
3053,165.0,370.0
3054,240.0,313.8
3055,475.0,396.9
3056,155.0,370.0
3057,150.0,335.0
3058,390.0,376.9
3059,100.0,356.9
3060,195.0,498.8
3061,255.0,365.0
3062,70.0,345.0
3063,230.0,431.9
3064,210.0,310.0
3065,300.0,416.9
3066,220.0,330.0
3067,5.0,390.0
3068,230.0,305.0
3069,165.0,455.0
3070,240.0,393.8
3071,400.0,346.9
3072,230.0,451.9
3073,150.0,430.0
3074,460.0,361.9
3075,85.0,505.0
3076,140.0,453.0
3077,65.0,495.0
3078,250.0,310.0
3079,150.0,381.9
3080,200.0,400.0
3081,245.0,451.9
3082,95.0,435.0
3083,115.0,415.0
3084,345.0,441.9
3085,130.0,361.9
3086,100.0,380.0
3087,230.0,455.0
3088,180.0,330.0
3089,180.0,396.9
3090,350.0,451.9
3091,100.0,400.0
3092,285.0,451.9
3093,270.0,415.0
3094,240.0,455.0
3095,365.0,380.0
3096,305.0,455.0
3097,90.0,316.9
3098,175.0,380.0
3099,305.0,451.9
3100,335.0,330.0
3101,280.0,305.0
3102,105.0,425.0
3103,385.0,441.9
3104,225.0,405.0
3105,455.0,413.8
3106,165.0,440.0
3107,490.0,381.9
3108,390.0,366.9
3109,515.0,395.0
3110,180.0,315.0
3111,135.0,230.0
3112,155.0,455.0
3113,270.0,455.0
3114,155.0,351.9
3115,240.0,363.8
3116,265.0,330.0
3117,245.0,370.0
3118,315.0,416.9
3119,185.0,376.9
3120,190.0,361.9
3121,195.0,461.9
3122,250.0,300.0
3123,110.0,336.9
3124,250.0,400.0
3125,70.0,481.9
3126,380.0,395.0
3127,250.0,395.0
3128,165.0,423.8
3129,265.0,430.0
3130,0.0,281.9
3131,100.0,366.9
3132,190.0,510.0
3133,200.0,416.9
3134,340.0,380.0
3135,100.0,430.0
3136,370.0,280.0
3137,280.0,465.0
3138,135.0,396.9
3139,220.0,355.0
3140,5.0,385.0
3141,5.0,446.9
3142,295.0,353.8
3143,370.0,370.0
3144,155.0,366.9
3145,50.0,403.8
3146,135.0,491.9
3147,120.0,390.70000000000005
3148,100.0,355.0
3149,170.0,445.0
3150,295.0,375.0
3151,505.0,401.9
3152,70.0,530.0
3153,60.0,440.0
3154,250.0,396.9
3155,200.0,380.0
3156,343.0,375.0
3157,285.0,421.9
3158,325.0,421.9
3159,295.0,475.0
3160,240.0,391.9
3161,145.0,450.0
3162,215.0,430.0
3163,200.0,365.0
3164,45.0,528.0
3165,235.0,280.0
3166,370.0,490.0
3167,365.0,280.0
3168,345.0,370.0
3169,275.0,406.9
3170,180.0,385.0
3171,310.0,353.8
3172,265.0,331.9
3173,275.0,441.9
3174,265.0,276.9
3175,195.0,390.0
3176,180.0,390.0
3177,265.0,443.8
3178,220.0,370.0
3179,140.0,370.0
3180,135.0,440.70000000000005
3181,225.0,421.9
3182,295.0,420.0
3183,110.0,415.0
3184,90.0,381.9
3185,255.0,395.0
3186,235.0,373.8
3187,125.0,456.9
3188,95.0,220.0
3189,120.0,373.8
3190,155.0,441.9
3191,200.0,451.9
3192,50.0,430.0
3193,310.0,511.9
3194,270.0,360.0
3195,345.0,410.0
3196,120.0,305.0
3197,130.0,391.9
3198,5.0,375.0
3199,150.0,440.70000000000005
3200,205.0,520.0
3201,360.0,420.0
3202,215.0,363.8
3203,330.0,235.0
3204,360.0,416.9
3205,255.0,355.0
3206,185.0,345.0
3207,130.0,430.0
3208,190.0,358.8
3209,210.0,441.9
3210,190.0,610.0
3211,170.0,471.9
3212,165.0,416.9
3213,150.0,391.9
3214,85.0,351.9
3215,100.0,415.0
3216,90.0,358.8
3217,515.0,435.0
3218,185.0,500.0
3219,340.0,385.0
3220,180.0,363.8
3221,265.0,485.0
3222,175.0,366.9
3223,315.0,376.9
3224,305.0,475.0
3225,135.0,500.0
3226,430.0,405.0
3227,255.0,315.0
3228,215.0,445.0
3229,230.0,421.9
3230,210.0,191.9
3231,155.0,455.0
3232,185.0,251.9
3233,250.0,431.9
3234,280.0,490.0
3235,100.0,391.9
3236,330.0,446.9
3237,210.0,625.0
3238,145.0,535.0
3239,390.0,355.0
3240,210.0,335.0
3241,250.0,441.9
3242,250.0,325.0
3243,260.0,405.0
3244,140.0,345.0
3245,340.0,521.9
3246,265.0,435.0
3247,365.0,380.0
3248,260.0,405.0
3249,280.0,366.9
3250,420.0,511.9
3251,270.0,380.0
3252,315.0,356.9
3253,65.0,471.9
3254,215.0,498.8
3255,190.0,380.0
3256,285.0,421.9
3257,215.0,645.0
3258,428.0,495.0
3259,250.0,370.0
3260,330.0,376.9
3261,145.0,481.9
3262,70.0,335.0
3263,160.0,406.9
3264,270.0,497.6
3265,270.0,411.9
3266,490.0,443.8
3267,210.0,378.8
3268,160.0,331.9
3269,135.0,441.9
3270,50.0,246.9
3271,190.0,306.9
3272,225.0,625.0
3273,195.0,355.0
3274,365.0,443.8
3275,240.0,490.0
3276,80.0,330.0
3277,50.0,396.9
3278,210.0,441.9
3279,360.0,465.0
3280,140.0,390.0
3281,260.0,340.0
3282,210.0,583.8
3283,335.0,391.9
3284,275.0,450.0
3285,410.0,435.0
3286,270.0,335.0
3287,45.0,535.0
3288,210.0,281.9
3289,135.0,403.8
3290,85.0,446.9
3291,5.0,405.0
3292,220.0,380.0
3293,85.0,366.9
3294,310.0,330.0
3295,305.0,266.9
3296,330.0,421.9
3297,245.0,486.9
3298,245.0,230.0
3299,50.0,401.9
3300,150.0,465.0
3301,185.0,315.0
3302,120.0,320.0
3303,190.0,310.0
3304,215.0,366.9
3305,210.0,345.0
3306,250.0,341.9
3307,150.0,210.0
3308,85.0,401.9
3309,220.0,411.9
3310,105.0,265.0
3311,285.0,355.0
3312,180.0,455.0
3313,155.0,576.9
3314,90.0,485.0
3315,125.0,380.0
3316,350.0,470.0
3317,180.0,400.0
3318,430.0,436.9
3319,185.0,616.9
3320,290.0,433.0
3321,95.0,501.9
3322,310.0,470.0
3323,180.0,310.0
3324,95.0,370.70000000000005
3325,45.0,348.8
3326,300.0,450.0
3327,70.0,346.9
3328,225.0,441.9
3329,310.0,366.9
3330,185.0,280.0
3331,160.0,450.0
3332,205.0,471.9
3333,365.0,446.9
3334,385.0,370.0
3335,150.0,340.0
3336,235.0,425.0
3337,150.0,390.0
3338,385.0,400.0
3339,230.0,370.0
3340,455.0,521.9
3341,230.0,320.0
3342,205.0,418.8
3343,240.0,446.9
3344,85.0,380.0
3345,65.0,536.9
3346,310.0,461.9
3347,295.0,345.0
3348,365.0,255.0
3349,130.0,416.9
3350,85.0,285.0
3351,275.0,296.9
3352,185.0,381.9
3353,280.0,455.0
3354,135.0,361.9
3355,160.0,416.9
3356,240.0,316.9
3357,285.0,380.0
3358,150.0,415.0
3359,45.0,465.0
3360,240.0,450.0
3361,235.0,408.8
3362,50.0,433.8
3363,135.0,530.0
3364,100.0,390.0
3365,385.0,471.9
3366,210.0,380.0
3367,275.0,443.8
3368,180.0,410.0
3369,185.0,455.0
3370,200.0,435.0
3371,170.0,430.0
3372,360.0,380.0
3373,210.0,466.9
3374,365.0,448.8
3375,155.0,380.0
3376,380.0,380.0
3377,180.0,315.0
3378,265.0,391.9
3379,145.0,376.9
3380,360.0,436.9
3381,200.0,386.9
3382,215.0,330.0
3383,180.0,330.0
3384,45.0,396.9
3385,295.0,375.0
3386,215.0,376.9
3387,270.0,316.9
3388,245.0,521.9
3389,65.0,395.0
3390,115.0,485.0
3391,100.0,481.9
3392,245.0,331.9
3393,335.0,380.0
3394,410.0,363.8
3395,155.0,518.8
3396,155.0,355.0
3397,60.0,390.0
3398,225.0,351.9
3399,60.0,330.0
3400,390.0,355.0
3401,360.0,455.0
3402,260.0,428.8
3403,285.0,350.0
3404,155.0,425.0
3405,65.0,355.0
3406,5.0,480.0
3407,60.0,380.0
3408,125.0,403.8
3409,70.0,428.0
3410,220.0,380.0
3411,275.0,435.0
3412,360.0,395.0
3413,225.0,446.9
3414,135.0,520.0
3415,275.0,485.0
3416,175.0,480.0
3417,300.0,420.0
3418,370.0,380.0
3419,135.0,395.0
3420,340.0,366.9
3421,165.0,285.0
3422,170.0,311.9
3423,195.0,370.0
3424,135.0,380.0
3425,155.0,550.0
3426,150.0,330.0
3427,180.0,285.0
3428,335.0,358.8
3429,100.0,285.0
3430,390.0,486.9
3431,215.0,276.9
3432,135.0,378.8
3433,360.0,470.0
3434,220.0,378.8
3435,305.0,435.0
3436,280.0,555.0
3437,445.0,380.0
3438,120.0,370.0
3439,100.0,375.0
3440,355.0,395.0
3441,155.0,375.0
3442,320.0,403.8
3443,300.0,350.0
3444,240.0,356.9
3445,105.0,380.0
3446,405.0,305.0
3447,130.0,403.8
3448,250.0,441.9
3449,205.0,295.0
3450,100.0,305.0
3451,365.0,415.0
3452,270.0,461.9
3453,195.0,376.9
3454,343.0,411.9
3455,355.0,380.0
3456,185.0,316.9
3457,205.0,520.0
3458,265.0,368.8
3459,310.0,275.0
3460,335.0,341.9
3461,280.0,395.0
3462,175.0,325.0
3463,130.0,371.9
3464,320.0,455.0
3465,280.0,295.0
3466,210.0,291.9
3467,120.0,390.0
3468,85.0,445.0
3469,155.0,425.0
3470,130.0,416.9
3471,400.0,440.0
3472,250.0,370.0
3473,220.0,405.0
3474,280.0,450.0
3475,95.0,425.0
3476,210.0,465.0
3477,365.0,420.0
3478,260.0,460.0
3479,180.0,365.0
3480,220.0,455.0
3481,185.0,395.0
3482,315.0,396.9
3483,250.0,455.0
3484,180.0,336.9
3485,335.0,355.0
3486,145.0,390.0
3487,205.0,386.9
3488,330.0,375.0
3489,450.0,510.0
3490,220.0,480.0
3491,115.0,386.9
3492,225.0,405.0
3493,130.0,431.9
3494,290.0,501.9
3495,395.0,526.9
3496,125.0,373.8
3497,295.0,350.0
3498,265.0,330.0
3499,280.0,376.9
3500,270.0,380.0
3501,85.0,445.0
3502,280.0,398.8
3503,290.0,381.9
3504,265.0,450.0
3505,295.0,376.9
3506,190.0,425.0
3507,220.0,350.0
3508,200.0,343.8
3509,255.0,406.9
3510,100.0,388.8
3511,155.0,510.0
3512,465.0,415.0
3513,160.0,355.0
3514,190.0,353.8
3515,350.0,400.0
3516,95.0,406.9
3517,280.0,398.8
3518,230.0,410.0
3519,225.0,363.8
3520,100.0,366.9
3521,145.0,416.9
3522,140.0,365.0
3523,360.0,450.0
3524,105.0,353.8
3525,150.0,341.9
3526,285.0,380.0
3527,105.0,425.0
3528,185.0,380.0
3529,120.0,416.9
3530,335.0,389.9
3531,185.0,370.0
3532,280.0,291.9
3533,180.0,395.0
3534,365.0,446.9
3535,295.0,418.8
3536,205.0,490.0
3537,270.0,341.9
3538,85.0,370.0
3539,200.0,485.0
3540,140.0,436.9
3541,155.0,316.9
3542,215.0,328.8
3543,220.0,410.0
3544,190.0,401.9
3545,305.0,370.0
3546,165.0,391.9
3547,180.0,395.0
3548,65.0,410.0
3549,185.0,610.0
3550,430.0,498.8
3551,165.0,498.8
3552,245.0,395.0
3553,200.0,416.9
3554,150.0,465.0
3555,190.0,503.8
3556,95.0,415.0
3557,165.0,380.0
3558,100.0,380.0
3559,130.0,313.8
3560,70.0,393.8
3561,150.0,378.8
3562,345.0,445.0
3563,240.0,458.8
3564,215.0,430.0
3565,70.0,290.0
3566,185.0,525.0
3567,370.0,330.0
3568,130.0,315.0
3569,200.0,425.0
3570,365.0,490.0
3571,175.0,405.0
3572,330.0,391.9
3573,70.0,395.0
3574,245.0,395.0
3575,185.0,316.9
3576,285.0,351.9
3577,345.0,405.0
3578,125.0,495.0
3579,240.0,391.9
3580,65.0,426.9
3581,370.0,455.0
3582,155.0,305.0
3583,385.0,370.0
3584,165.0,361.9
3585,135.0,490.0
3586,285.0,455.0
3587,100.0,421.9
3588,245.0,415.0
3589,145.0,530.0
3590,240.0,366.9
3591,325.0,453.8
3592,95.0,380.0
3593,245.0,435.0
3594,465.0,395.0
3595,125.0,515.0
3596,185.0,381.9
3597,155.0,505.0
3598,325.0,495.0
3599,315.0,371.9
3600,225.0,363.8
3601,240.0,460.0
3602,70.0,398.8
3603,220.0,471.9
3604,255.0,515.0
3605,230.0,460.0
3606,195.0,335.0
3607,135.0,360.70000000000005
3608,160.0,378.8
3609,185.0,610.0
3610,65.0,430.0
3611,195.0,401.9
3612,250.0,490.0
3613,90.0,366.9
3614,355.0,445.0
3615,100.0,410.0
3616,275.0,435.0
3617,95.0,408.8
3618,85.0,436.9
3619,95.0,395.0
3620,110.0,436.9
3621,230.0,370.0
3622,315.0,371.9
3623,180.0,481.9
3624,220.0,326.9
3625,380.0,380.0
3626,275.0,351.9
3627,40.0,326.9
3628,220.0,291.9
3629,200.0,415.0
3630,240.0,400.70000000000005
3631,150.0,445.0
3632,175.0,295.0
3633,355.0,380.0
3634,375.0,451.9
3635,280.0,405.0
3636,245.0,415.0
3637,350.0,391.9
3638,370.0,395.0
3639,375.0,563.8
3640,405.0,460.0
3641,80.0,380.0
3642,85.0,380.0
3643,235.0,455.0
3644,250.0,440.70000000000005
3645,150.0,465.0
3646,315.0,395.0
3647,325.0,390.0
3648,220.0,435.0
3649,60.0,325.0
3650,425.0,420.0
3651,340.0,558.8
3652,440.0,380.0
3653,425.0,330.0
3654,145.0,160.0
3655,130.0,451.9
3656,145.0,370.0
3657,120.0,403.8
3658,215.0,363.8
3659,270.0,360.0
3660,155.0,315.0
3661,170.0,285.0
3662,420.0,386.9
3663,245.0,411.9
3664,315.0,383.8
3665,270.0,401.9
3666,70.0,376.9
3667,165.0,416.9
3668,155.0,355.0
3669,390.0,395.0
3670,305.0,430.0
3671,95.0,635.0
3672,330.0,555.0
3673,190.0,381.9
3674,155.0,398.8
3675,390.0,295.0
3676,270.0,411.9
3677,225.0,350.0
3678,265.0,245.0
3679,200.0,316.9
3680,320.0,380.0
3681,295.0,280.0
3682,110.0,421.9
3683,295.0,511.9
3684,245.0,405.0
3685,100.0,455.0
3686,215.0,345.0
3687,255.0,306.9
3688,160.0,375.0
3689,205.0,340.0
3690,335.0,431.9
3691,130.0,391.9
3692,305.0,230.0
3693,165.0,460.0
3694,180.0,480.0
3695,215.0,486.9
3696,265.0,430.0
3697,165.0,530.0
3698,330.0,453.8
3699,310.0,415.0
3700,175.0,313.8
3701,210.0,331.9
3702,170.0,395.0
3703,165.0,455.0
3704,195.0,530.0
3705,150.0,411.9
3706,250.0,541.9
3707,230.0,316.9
3708,150.0,373.8
3709,345.0,416.9
3710,175.0,403.8
3711,150.0,431.9
3712,360.0,541.9
3713,255.0,491.9
3714,245.0,380.0
3715,290.0,405.0
3716,230.0,405.0
3717,225.0,285.0
3718,280.0,425.0
3719,160.0,310.0
3720,335.0,366.9
3721,390.0,425.0
3722,185.0,366.9
3723,70.0,480.70000000000005
3724,270.0,435.0
3725,285.0,416.9
3726,310.0,380.0
3727,85.0,398.8
3728,180.0,281.9
3729,210.0,326.9
3730,275.0,370.0
3731,220.0,418.8
3732,135.0,420.0
3733,70.0,325.0
3734,190.0,403.8
3735,120.0,341.9
3736,305.0,421.9
3737,90.0,441.9
3738,330.0,400.0
3739,140.0,338.8
3740,350.0,445.0
3741,200.0,350.70000000000005
3742,245.0,415.0
3743,100.0,418.8
3744,135.0,463.8
3745,90.0,390.0
3746,45.0,410.0
3747,195.0,370.0
3748,230.0,383.8
3749,140.0,321.9
3750,100.0,305.0
3751,130.0,515.0
3752,315.0,420.0
3753,365.0,395.0
3754,310.0,375.0
3755,270.0,260.0
3756,105.0,550.0
3757,130.0,466.9
3758,155.0,450.0
3759,380.0,370.0
3760,325.0,450.0
3761,195.0,460.0
3762,160.0,380.0
3763,0.0,443.8
3764,275.0,403.8
3765,70.0,296.9
3766,260.0,455.0
3767,50.0,360.0
3768,205.0,370.0
3769,180.0,454.5
3770,200.0,370.0
3771,220.0,581.9
3772,170.0,370.0
3773,240.0,441.9
3774,235.0,471.9
3775,240.0,295.0
3776,365.0,321.9
3777,185.0,390.0
3778,430.0,405.0
3779,265.0,415.0
3780,45.0,430.0
3781,260.0,325.0
3782,130.0,365.0
3783,70.0,281.9
3784,100.0,425.0
3785,325.0,395.0
3786,320.0,516.9
3787,330.0,326.9
3788,255.0,345.0
3789,130.0,366.9
3790,305.0,395.0
3791,200.0,295.0
3792,230.0,520.0
3793,170.0,350.0
3794,140.0,360.0
3795,285.0,420.0
3796,450.0,465.0
3797,250.0,455.0
3798,65.0,398.8
3799,155.0,315.0
3800,230.0,265.0
3801,240.0,376.9
3802,160.0,410.0
3803,285.0,470.0
3804,370.0,493.8
3805,150.0,406.9
3806,450.0,511.9
3807,150.0,410.0
3808,310.0,316.9
3809,145.0,250.0
3810,335.0,490.0
3811,370.0,380.0
3812,425.0,420.0
3813,455.0,506.9
3814,225.0,376.9
3815,255.0,381.9
3816,35.0,293.8
3817,145.0,405.0
3818,220.0,441.9
3819,295.0,450.0
3820,330.0,281.9
3821,195.0,355.0
3822,310.0,380.0
3823,205.0,416.9
3824,490.0,445.0
3825,235.0,451.9
3826,135.0,370.0
3827,180.0,360.0
3828,155.0,378.8
3829,200.0,328.8
3830,330.0,395.0
3831,85.0,380.0
3832,100.0,290.0
3833,180.0,420.0
3834,110.0,331.9
3835,155.0,405.0
3836,190.0,390.0
3837,205.0,366.9
3838,335.0,380.0
3839,140.0,355.0
3840,155.0,363.8
3841,250.0,363.8
3842,360.0,460.0
3843,145.0,375.0
3844,115.0,510.0
3845,245.0,451.9
3846,145.0,480.0
3847,185.0,455.0
3848,155.0,390.0
3849,260.0,295.0
3850,105.0,400.0
3851,280.0,455.0
3852,95.0,360.0
3853,430.0,455.0
3854,370.0,376.9
3855,90.0,385.0
3856,360.0,450.0
3857,290.0,405.0
3858,100.0,310.0
3859,240.0,453.8
3860,375.0,455.0
3861,195.0,370.0
3862,495.0,375.0
3863,335.0,435.0
3864,135.0,526.9
3865,175.0,425.0
3866,425.0,380.0
3867,65.0,490.0
3868,95.0,365.0
3869,195.0,438.8
3870,180.0,380.0
3871,190.0,335.0
3872,210.0,310.0
3873,230.0,435.0
3874,145.0,486.8
3875,215.0,411.9
3876,170.0,355.0
3877,5.0,358.8
3878,235.0,295.0
3879,350.0,380.0
3880,210.0,491.9
3881,220.0,445.0
3882,285.0,405.0
3883,135.0,441.9
3884,230.0,455.0
3885,215.0,375.0
3886,5.0,481.9
