,p1_sum_spd_last,p2_sum_spd_last
2629,395.0,519.75
2630,290.0,515.0
2631,295.0,469.75
2632,425.0,510.0
2633,85.0,630.0
2634,510.0,554.75
2635,230.0,590.0
2636,195.0,430.0
2637,405.0,534.75
2638,195.0,599.75
2639,430.0,554.75
2640,125.0,550.0
2641,595.0,520.0
2642,215.0,495.0
2643,295.0,525.0
2644,305.0,395.0
2645,420.0,584.75
2646,230.0,395.0
2647,510.0,555.0
2648,415.0,570.0
2649,390.0,500.0
2650,270.0,554.5
2651,230.0,510.0
2652,295.0,624.75
2653,0.0,499.5
2654,240.0,649.5
2655,340.0,594.75
2656,265.0,379.75
2657,505.0,575.0
2658,440.0,574.25
2659,280.0,260.0
2660,110.0,514.75
2661,460.0,625.0
2662,335.0,625.0
2663,440.0,559.5
2664,425.0,584.75
2665,275.0,670.0
2666,335.0,535.0
2667,340.0,594.75
2668,350.0,554.75
2669,365.0,524.75
2670,325.0,370.0
2671,510.0,605.0
2672,395.0,649.75
2673,275.0,230.0
2674,175.0,545.0
2675,435.0,440.0
2676,205.0,600.0
2677,530.0,520.0
2678,100.0,495.0
2679,545.0,594.75
2680,285.0,510.0
2681,270.0,595.0
2682,250.0,490.0
2683,240.0,514.5
2684,190.0,554.75
2685,240.0,569.75
2686,305.0,445.0
2687,390.0,585.0
2688,435.0,590.0
2689,380.0,674.75
2690,405.0,545.0
2691,460.0,494.75
2692,335.0,600.0
2693,405.0,555.0
2694,520.0,559.75
2695,205.0,470.0
2696,170.0,520.0
2697,285.0,530.0
2698,215.0,624.75
2699,365.0,579.75
2700,410.0,555.0
2701,240.0,605.0
2702,365.0,564.75
2703,330.0,515.0
2704,370.0,520.0
2705,370.0,564.5
2706,400.0,459.75
2707,335.0,604.75
2708,400.0,614.75
2709,105.0,384.75
2710,190.0,534.5
2711,165.0,544.75
2712,305.0,595.0
2713,325.0,559.75
2714,480.0,620.0
2715,330.0,559.75
2716,190.0,600.0
2717,355.0,600.0
2718,265.0,620.0
2719,205.0,625.0
2720,65.0,454.75
2721,450.0,579.75
2722,595.0,619.75
2723,205.0,595.0
2724,360.0,654.75
2725,195.0,584.75
2726,250.0,520.0
2727,390.0,555.0
2728,105.0,485.0
2729,220.0,649.5
2730,545.0,584.75
2731,110.0,559.75
2732,250.0,559.75
2733,300.0,459.75
2734,450.0,535.0
2735,190.0,470.0
2736,215.0,395.0
2737,365.0,450.0
2738,330.0,459.75
2739,275.0,600.0
2740,225.0,620.0
2741,200.0,379.75
2742,275.0,400.0
2743,125.0,625.0
2744,135.0,595.0
2745,295.0,520.0
2746,410.0,519.75
2747,375.0,525.0
2748,200.0,535.0
2749,165.0,435.0
2750,530.0,569.5
2751,440.0,545.0
2752,365.0,315.0
2753,225.0,550.0
2754,330.0,619.5
2755,345.0,600.0
2756,365.0,529.75
2757,405.0,559.75
2758,260.0,554.75
2759,270.0,460.0
2760,135.0,544.5
2761,230.0,595.0
2762,425.0,584.5
2763,300.0,579.5
2764,220.0,590.0
2765,260.0,449.75
2766,195.0,510.0
2767,260.0,495.0
2768,420.0,545.0
2769,200.0,404.75
2770,185.0,514.5
2771,270.0,605.0
2772,405.0,594.75
2773,70.0,615.0
2774,315.0,564.5
2775,630.0,619.75
2776,255.0,584.5
2777,200.0,514.75
2778,165.0,595.0
2779,195.0,479.75
2780,425.0,485.0
2781,105.0,479.5
2782,280.0,654.75
2783,400.0,580.0
2784,205.0,559.75
2785,170.0,580.0
2786,280.0,559.75
2787,235.0,590.0
2788,340.0,430.0
2789,300.0,490.0
2790,370.0,635.0
2791,410.0,614.5
2792,365.0,614.75
2793,390.0,585.0
2794,205.0,620.0
2795,345.0,575.0
2796,105.0,630.0
2797,135.0,494.75
2798,405.0,605.0
2799,215.0,625.0
2800,65.0,455.0
2801,70.0,180.0
2802,240.0,625.0
2803,175.0,569.75
2804,490.0,579.5
2805,200.0,600.0
2806,300.0,499.75
2807,135.0,569.5
2808,300.0,560.0
2809,150.0,115.0
2810,340.0,559.75
2811,400.0,634.75
2812,380.0,564.75
2813,265.0,569.75
2814,375.0,494.75
2815,365.0,510.0
2816,240.0,595.0
2817,465.0,554.5
2818,495.0,585.0
2819,170.0,614.75
2820,265.0,470.0
2821,360.0,600.0
2822,315.0,535.0
2823,330.0,494.75
2824,390.0,570.0
2825,400.0,515.0
2826,270.0,480.0
2827,180.0,510.0
2828,290.0,539.75
2829,360.0,450.0
2830,220.0,380.0
2831,400.0,585.0
2832,325.0,449.75
2833,295.0,435.0
2834,470.0,584.5
2835,275.0,515.0
2836,265.0,545.0
2837,395.0,554.75
2838,205.0,609.75
2839,475.0,570.0
2840,465.0,519.75
2841,200.0,584.5
2842,405.0,540.0
2843,245.0,524.75
2844,425.0,509.75
2845,360.0,560.0
2846,390.0,555.0
2847,150.0,490.0
2848,255.0,605.0
2849,285.0,534.75
2850,290.0,635.0
2851,415.0,600.0
2852,375.0,559.75
2853,345.0,655.0
2854,195.0,490.0
2855,260.0,555.0
2856,105.0,420.0
2857,105.0,655.0
2858,355.0,549.75
2859,365.0,520.0
2860,55.0,555.0
2861,340.0,514.25
2862,360.0,590.0
2863,305.0,520.0
2864,310.0,555.0
2865,105.0,530.0
2866,250.0,615.0
2867,80.0,595.0
2868,270.0,614.75
2869,235.0,460.0
2870,215.0,599.5
2871,400.0,600.0
2872,260.0,615.0
2873,365.0,594.75
2874,375.0,555.0
2875,175.0,485.0
2876,300.0,625.0
2877,290.0,415.0
2878,370.0,475.0
2879,275.0,589.75
2880,405.0,580.0
2881,170.0,579.75
2882,435.0,560.0
2883,520.0,554.75
2884,410.0,614.75
2885,285.0,514.75
2886,230.0,594.75
2887,475.0,510.0
2888,395.0,474.75
2889,260.0,545.0
2890,220.0,514.75
2891,315.0,584.75
2892,240.0,439.75
2893,335.0,644.75
2894,200.0,534.75
2895,420.0,590.0
2896,335.0,624.75
2897,275.0,465.0
2898,290.0,560.0
2899,365.0,475.0
2900,650.0,564.75
2901,495.0,604.75
2902,330.0,559.75
2903,410.0,590.0
2904,260.0,520.0
2905,260.0,515.0
2906,385.0,600.0
2907,195.0,510.0
2908,260.0,435.0
2909,335.0,504.75
2910,210.0,515.0
2911,170.0,585.0
2912,415.0,584.75
2913,190.0,594.75
2914,445.0,679.75
2915,385.0,585.0
2916,260.0,595.0
2917,305.0,425.0
2918,300.0,504.75
2919,435.0,555.0
2920,425.0,604.75
2921,440.0,544.75
2922,420.0,545.0
2923,70.0,469.75
2924,295.0,554.25
2925,240.0,595.0
2926,430.0,630.0
2927,235.0,529.5
2928,415.0,524.75
2929,305.0,424.5
2930,245.0,590.0
2931,295.0,579.75
2932,205.0,649.75
2933,460.0,555.0
2934,285.0,619.75
2935,295.0,534.75
2936,170.0,370.0
2937,395.0,450.0
2938,400.0,560.0
2939,330.0,575.0
2940,505.0,545.0
2941,320.0,595.0
2942,405.0,505.0
2943,270.0,595.0
2944,365.0,595.0
2945,335.0,474.5
2946,350.0,600.0
2947,405.0,490.0
2948,420.0,479.75
2949,425.0,580.0
2950,325.0,434.75
2951,405.0,479.75
2952,300.0,625.0
2953,400.0,554.5
2954,375.0,570.0
2955,0.0,550.0
2956,255.0,445.0
2957,300.0,555.0
2958,230.0,480.0
2959,380.0,584.5
2960,135.0,629.75
2961,105.0,599.75
2962,190.0,395.0
2963,345.0,644.5
2964,195.0,520.0
2965,270.0,564.75
2966,395.0,484.75
2967,240.0,514.75
2968,200.0,545.0
2969,385.0,499.75
2970,330.0,575.0
2971,530.0,604.75
2972,355.0,545.0
2973,295.0,600.0
2974,425.0,490.0
2975,300.0,420.0
2976,245.0,529.75
2977,480.0,620.0
2978,365.0,599.75
2979,170.0,529.75
2980,135.0,509.75
2981,415.0,500.0
2982,305.0,525.0
2983,220.0,629.75
2984,270.0,459.75
2985,290.0,499.5
2986,430.0,529.75
2987,70.0,460.0
2988,175.0,564.75
2989,365.0,495.0
2990,220.0,590.0
2991,345.0,569.75
2992,495.0,579.5
2993,330.0,490.0
2994,535.0,589.5
2995,500.0,565.0
2996,230.0,579.75
2997,220.0,580.0
2998,395.0,474.75
2999,195.0,545.0
3000,325.0,404.75
3001,365.0,500.0
3002,285.0,590.0
3003,360.0,524.75
3004,305.0,580.0
3005,325.0,545.0
3006,440.0,619.75
3007,290.0,465.0
3008,590.0,600.0
3009,300.0,625.0
3010,70.0,560.0
3011,250.0,510.0
3012,385.0,479.5
3013,275.0,510.0
3014,425.0,635.0
3015,435.0,559.75
3016,180.0,480.0
3017,200.0,520.0
3018,375.0,564.75
3019,340.0,489.75
3020,285.0,459.25
3021,160.0,375.0
3022,330.0,534.75
3023,480.0,545.0
3024,65.0,445.0
3025,320.0,510.0
3026,425.0,559.5
3027,315.0,465.0
3028,475.0,580.0
3029,400.0,569.75
3030,400.0,579.75
3031,275.0,585.0
3032,345.0,519.75
3033,345.0,505.0
3034,195.0,654.75
3035,240.0,540.0
3036,435.0,534.75
3037,370.0,559.75
3038,295.0,510.0
3039,260.0,614.5
3040,400.0,504.75
3041,525.0,510.0
3042,405.0,605.0
3043,460.0,590.0
3044,325.0,474.75
3045,235.0,539.75
3046,300.0,534.75
3047,270.0,550.0
3048,355.0,389.75
3049,195.0,600.0
3050,465.0,510.0
3051,105.0,539.5
3052,150.0,649.75
3053,240.0,490.0
3054,340.0,589.5
3055,435.0,614.75
3056,295.0,385.0
3057,190.0,465.0
3058,380.0,614.75
3059,175.0,609.75
3060,470.0,569.5
3061,315.0,385.0
3062,170.0,590.0
3063,355.0,619.75
3064,255.0,510.0
3065,525.0,559.75
3066,310.0,595.0
3067,105.0,445.0
3068,435.0,495.0
3069,240.0,510.0
3070,380.0,584.5
3071,370.0,624.75
3072,325.0,479.75
3073,190.0,510.0
3074,330.0,449.75
3075,125.0,535.0
3076,205.0,585.0
3077,65.0,540.0
3078,365.0,470.0
3079,190.0,599.75
3080,430.0,480.0
3081,235.0,479.75
3082,70.0,605.0
3083,305.0,515.0
3084,325.0,534.75
3085,335.0,449.75
3086,175.0,565.0
3087,340.0,510.0
3088,270.0,555.0
3089,270.0,629.75
3090,455.0,479.75
3091,175.0,400.0
3092,350.0,544.75
3093,400.0,545.0
3094,300.0,510.0
3095,280.0,625.0
3096,345.0,510.0
3097,230.0,444.75
3098,355.0,600.0
3099,320.0,584.75
3100,380.0,530.0
3101,180.0,520.0
3102,230.0,355.0
3103,340.0,534.75
3104,330.0,480.0
3105,510.0,559.5
3106,275.0,485.0
3107,535.0,619.75
3108,385.0,624.75
3109,495.0,540.0
3110,170.0,425.0
3111,270.0,230.0
3112,200.0,510.0
3113,400.0,510.0
3114,295.0,494.75
3115,395.0,619.5
3116,215.0,455.0
3117,350.0,490.0
3118,535.0,474.75
3119,360.0,594.75
3120,215.0,619.75
3121,325.0,579.75
3122,255.0,450.0
3123,200.0,559.75
3124,315.0,400.0
3125,170.0,569.75
3126,600.0,620.0
3127,365.0,595.0
3128,240.0,459.5
3129,395.0,500.0
3130,0.0,499.75
3131,125.0,624.75
3132,295.0,615.0
3133,430.0,559.75
3134,555.0,600.0
3135,175.0,475.0
3136,385.0,525.0
3137,355.0,520.0
3138,365.0,449.75
3139,370.0,550.0
3140,105.0,480.0
3141,105.0,574.75
3142,500.0,554.5
3143,490.0,585.0
3144,295.0,529.75
3145,240.0,584.5
3146,365.0,534.75
3147,220.0,594.25
3148,160.0,605.0
3149,255.0,615.0
3150,330.0,595.0
3151,335.0,569.75
3152,170.0,510.0
3153,110.0,500.0
3154,375.0,534.75
3155,430.0,625.0
3156,380.0,665.0
3157,350.0,604.75
3158,425.0,509.75
3159,500.0,570.0
3160,395.0,569.75
3161,310.0,460.0
3162,400.0,575.0
3163,335.0,605.0
3164,135.0,575.0
3165,290.0,460.0
3166,410.0,580.0
3167,385.0,425.0
3168,325.0,560.0
3169,315.0,579.75
3170,175.0,575.0
3171,530.0,579.5
3172,295.0,459.75
3173,155.0,534.75
3174,395.0,419.75
3175,400.0,515.0
3176,195.0,445.0
3177,400.0,614.5
3178,265.0,490.0
3179,205.0,585.0
3180,340.0,609.25
3181,310.0,504.75
3182,445.0,575.0
3183,305.0,435.0
3184,230.0,619.75
3185,315.0,595.0
3186,290.0,564.5
3187,150.0,549.75
3188,70.0,265.0
3189,45.0,599.5
3190,270.0,534.75
3191,335.0,544.75
3192,240.0,600.0
3193,385.0,569.75
3194,315.0,465.0
3195,375.0,395.0
3196,195.0,520.0
3197,300.0,564.75
3198,105.0,460.0
3199,335.0,609.25
3200,320.0,520.0
3201,255.0,590.0
3202,400.0,619.5
3203,360.0,395.0
3204,440.0,559.75
3205,395.0,320.0
3206,435.0,415.0
3207,235.0,530.0
3208,215.0,419.5
3209,375.0,584.75
3210,215.0,595.0
3211,225.0,554.75
3212,240.0,584.75
3213,190.0,604.75
3214,100.0,599.75
3215,175.0,545.0
3216,205.0,514.5
3217,540.0,605.0
3218,275.0,550.0
3219,510.0,575.0
3220,195.0,619.5
3221,295.0,580.0
3222,145.0,444.75
3223,355.0,594.75
3224,310.0,560.0
3225,365.0,525.0
3226,425.0,555.0
3227,315.0,560.0
3228,115.0,405.0
3229,325.0,649.75
3230,255.0,464.75
3231,295.0,510.0
3232,300.0,554.75
3233,365.0,589.75
3234,525.0,570.0
3235,175.0,564.75
3236,360.0,569.75
3237,250.0,555.0
3238,235.0,575.0
3239,360.0,630.0
3240,275.0,485.0
3241,305.0,534.75
3242,340.0,520.0
3243,250.0,580.0
3244,205.0,625.0
3245,410.0,619.75
3246,295.0,560.0
3247,460.0,625.0
3248,440.0,580.0
3249,260.0,624.75
3250,590.0,609.75
3251,425.0,600.0
3252,535.0,584.75
3253,215.0,544.75
3254,290.0,569.5
3255,215.0,600.0
3256,460.0,609.75
3257,325.0,545.0
3258,610.0,540.0
3259,365.0,585.0
3260,460.0,569.75
3261,310.0,549.75
3262,170.0,465.0
3263,135.0,584.75
3264,210.0,604.0
3265,400.0,529.75
3266,310.0,614.5
3267,250.0,589.5
3268,255.0,434.75
3269,365.0,584.75
3270,240.0,334.75
3271,390.0,464.75
3272,370.0,535.0
3273,325.0,630.0
3274,280.0,539.5
3275,395.0,535.0
3276,95.0,360.0
3277,240.0,464.75
3278,295.0,534.75
3279,440.0,520.0
3280,205.0,550.0
3281,250.0,420.0
3282,250.0,629.5
3283,465.0,504.75
3284,350.0,625.0
3285,600.0,580.0
3286,235.0,465.0
3287,135.0,575.0
3288,375.0,429.75
3289,270.0,584.5
3290,125.0,579.75
3291,105.0,515.0
3292,395.0,600.0
3293,100.0,509.75
3294,430.0,530.0
3295,320.0,394.75
3296,460.0,484.75
3297,235.0,599.75
3298,260.0,280.0
3299,240.0,569.75
3300,265.0,570.0
3301,340.0,560.0
3302,220.0,475.0
3303,390.0,510.0
3304,400.0,529.75
3305,250.0,555.0
3306,365.0,654.75
3307,190.0,375.0
3308,125.0,474.75
3309,395.0,579.75
3310,265.0,530.0
3311,435.0,630.0
3312,195.0,510.0
3313,270.0,559.75
3314,230.0,565.0
3315,195.0,600.0
3316,335.0,650.0
3317,270.0,475.0
3318,335.0,619.75
3319,300.0,564.75
3320,270.0,595.0
3321,70.0,574.75
3322,385.0,535.0
3323,405.0,530.0
3324,70.0,609.25
3325,135.0,449.5
3326,295.0,635.0
3327,170.0,419.75
3328,370.0,604.75
3329,510.0,529.75
3330,275.0,270.0
3331,135.0,480.0
3332,300.0,604.75
3333,575.0,584.75
3334,395.0,585.0
3335,365.0,535.0
3336,290.0,555.0
3337,190.0,460.0
3338,340.0,475.0
3339,410.0,490.0
3340,510.0,604.75
3341,410.0,390.0
3342,270.0,579.5
3343,395.0,584.75
3344,125.0,625.0
3345,215.0,504.75
3346,495.0,584.75
3347,500.0,570.0
3348,280.0,315.0
3349,165.0,559.75
3350,125.0,460.0
3351,315.0,439.75
3352,300.0,619.75
3353,320.0,510.0
3354,270.0,449.75
3355,335.0,559.75
3356,420.0,554.75
3357,440.0,625.0
3358,165.0,485.0
3359,135.0,520.0
3360,230.0,480.0
3361,290.0,539.5
3362,240.0,509.5
3363,365.0,640.0
3364,175.0,435.0
3365,390.0,529.75
3366,275.0,600.0
3367,315.0,674.5
3368,195.0,590.0
3369,110.0,560.0
3370,405.0,580.0
3371,330.0,540.0
3372,440.0,625.0
3373,320.0,579.75
3374,360.0,569.5
3375,180.0,625.0
3376,420.0,600.0
3377,270.0,535.0
3378,365.0,569.75
3379,310.0,594.75
3380,440.0,674.75
3381,430.0,634.75
3382,385.0,510.0
3383,195.0,595.0
3384,135.0,654.75
3385,375.0,610.0
3386,380.0,594.75
3387,400.0,594.75
3388,430.0,469.75
3389,215.0,595.0
3390,305.0,430.0
3391,330.0,569.75
3392,335.0,434.75
3393,490.0,600.0
3394,520.0,619.5
3395,295.0,524.5
3396,295.0,570.0
3397,110.0,570.0
3398,330.0,494.75
3399,130.0,485.0
3400,445.0,630.0
3401,440.0,510.0
3402,250.0,484.5
3403,285.0,480.0
3404,305.0,540.0
3405,235.0,525.0
3406,105.0,550.0
3407,130.0,600.0
3408,195.0,584.5
3409,170.0,610.0
3410,465.0,625.0
3411,225.0,605.0
3412,440.0,540.0
3413,310.0,584.75
3414,365.0,435.0
3415,155.0,475.0
3416,330.0,545.0
3417,215.0,590.0
3418,410.0,625.0
3419,365.0,540.0
3420,390.0,624.75
3421,240.0,530.0
3422,255.0,529.75
3423,230.0,585.0
3424,270.0,600.0
3425,270.0,560.0
3426,400.0,595.0
3427,195.0,460.0
3428,465.0,569.5
3429,175.0,460.0
3430,590.0,554.75
3431,385.0,494.75
3432,160.0,649.5
3433,340.0,650.0
3434,260.0,594.5
3435,310.0,610.0
3436,305.0,580.0
3437,485.0,600.0
3438,220.0,560.0
3439,175.0,315.0
3440,440.0,625.0
3441,215.0,495.0
3442,415.0,584.5
3443,215.0,525.0
3444,395.0,609.75
3445,265.0,600.0
3446,210.0,405.0
3447,300.0,584.5
3448,365.0,534.75
3449,145.0,595.0
3450,195.0,220.0
3451,475.0,520.0
3452,360.0,609.75
3453,230.0,514.75
3454,340.0,639.75
3455,525.0,625.0
3456,300.0,594.75
3457,320.0,500.0
3458,185.0,459.5
3459,470.0,490.0
3460,405.0,559.75
3461,425.0,620.0
3462,165.0,355.0
3463,235.0,659.75
3464,490.0,510.0
3465,260.0,475.0
3466,275.0,469.75
3467,195.0,590.0
3468,125.0,545.0
3469,295.0,440.0
3470,335.0,404.75
3471,545.0,550.0
3472,340.0,385.0
3473,260.0,475.0
3474,355.0,575.0
3475,70.0,345.0
3476,375.0,520.0
3477,280.0,590.0
3478,220.0,520.0
3479,170.0,455.0
3480,395.0,510.0
3481,300.0,540.0
3482,520.0,464.75
3483,365.0,510.0
3484,195.0,549.75
3485,490.0,610.0
3486,235.0,445.0
3487,270.0,404.75
3488,445.0,595.0
3489,405.0,615.0
3490,465.0,550.0
3491,305.0,479.75
3492,330.0,580.0
3493,165.0,549.75
3494,370.0,544.75
3495,510.0,469.75
3496,325.0,439.5
3497,375.0,520.0
3498,350.0,570.0
3499,260.0,569.75
3500,425.0,600.0
3501,100.0,615.0
3502,220.0,649.5
3503,270.0,619.75
3504,530.0,575.0
3505,475.0,594.75
3506,390.0,555.0
3507,220.0,490.0
3508,430.0,594.5
3509,410.0,559.75
3510,175.0,519.5
3511,270.0,505.0
3512,435.0,625.0
3513,305.0,605.0
3514,390.0,554.5
3515,420.0,480.0
3516,70.0,454.75
3517,425.0,579.5
3518,410.0,540.0
3519,405.0,619.5
3520,175.0,649.75
3521,310.0,559.75
3522,205.0,555.0
3523,385.0,390.0
3524,265.0,579.5
3525,265.0,654.75
3526,530.0,600.0
3527,265.0,555.0
3528,190.0,625.0
3529,45.0,559.75
3530,475.0,514.75
3531,275.0,385.0
3532,330.0,469.75
3533,270.0,540.0
3534,360.0,484.75
3535,400.0,569.5
3536,390.0,535.0
3537,400.0,549.75
3538,100.0,560.0
3539,430.0,580.0
3540,205.0,534.75
3541,295.0,414.75
3542,360.0,429.5
3543,260.0,615.0
3544,390.0,474.75
3545,320.0,585.0
3546,220.0,479.75
3547,195.0,575.0
3548,65.0,615.0
3549,300.0,545.0
3550,425.0,544.5
3551,240.0,599.5
3552,260.0,540.0
3553,300.0,584.75
3554,190.0,615.0
3555,390.0,499.5
3556,70.0,545.0
3557,395.0,600.0
3558,175.0,600.0
3559,300.0,589.5
3560,170.0,604.5
3561,360.0,614.5
3562,325.0,590.0
3563,395.0,609.5
3564,460.0,540.0
3565,170.0,470.0
3566,275.0,460.0
3567,385.0,530.0
3568,260.0,535.0
3569,430.0,555.0
3570,475.0,560.0
3571,355.0,580.0
3572,360.0,589.75
3573,170.0,595.0
3574,260.0,585.0
3575,300.0,619.75
3576,435.0,579.75
3577,415.0,505.0
3578,300.0,540.0
3579,395.0,589.75
3580,65.0,664.75
3581,410.0,510.0
3582,230.0,365.0
3583,420.0,585.0
3584,240.0,619.75
3585,365.0,515.0
3586,530.0,510.0
3587,175.0,579.75
3588,435.0,545.0
3589,255.0,565.0
3590,395.0,554.75
3591,380.0,584.5
3592,70.0,600.0
3593,350.0,575.0
3594,520.0,595.0
3595,325.0,420.0
3596,275.0,449.75
3597,270.0,620.0
3598,380.0,540.0
3599,330.0,599.75
3600,330.0,504.5
3601,395.0,415.0
3602,170.0,539.5
3603,395.0,574.75
3604,355.0,600.0
3605,435.0,515.0
3606,120.0,465.0
3607,365.0,589.25
3608,325.0,534.5
3609,275.0,595.0
3610,100.0,510.0
3611,325.0,544.75
3612,340.0,475.0
3613,205.0,529.75
3614,335.0,615.0
3615,175.0,585.0
3616,315.0,585.0
3617,70.0,604.5
3618,200.0,434.75
3619,70.0,540.0
3620,200.0,624.75
3621,435.0,585.0
3622,535.0,634.75
3623,170.0,569.75
3624,395.0,564.75
3625,395.0,625.0
3626,490.0,599.75
3627,200.0,464.75
3628,200.0,344.75
3629,310.0,545.0
3630,340.0,579.25
3631,190.0,575.0
3632,190.0,375.0
3633,335.0,550.0
3634,595.0,639.75
3635,425.0,480.0
3636,260.0,520.0
3637,480.0,624.75
3638,385.0,595.0
3639,315.0,539.5
3640,480.0,560.0
3641,230.0,600.0
3642,125.0,625.0
3643,485.0,510.0
3644,365.0,609.25
3645,335.0,590.0
3646,560.0,540.0
3647,250.0,515.0
3648,370.0,580.0
3649,65.0,450.0
3650,490.0,590.0
3651,345.0,659.5
3652,400.0,625.0
3653,320.0,570.0
3654,310.0,240.0
3655,260.0,544.75
3656,310.0,560.0
3657,45.0,599.5
3658,265.0,619.5
3659,425.0,420.0
3660,180.0,330.0
3661,250.0,555.0
3662,450.0,589.75
3663,445.0,379.75
3664,560.0,654.5
3665,410.0,569.75
3666,170.0,594.75
3667,240.0,504.75
3668,270.0,630.0
3669,590.0,595.0
3670,410.0,515.0
3671,70.0,595.0
3672,570.0,545.0
3673,390.0,564.75
3674,295.0,479.5
3675,335.0,475.0
3676,210.0,394.75
3677,305.0,330.0
3678,355.0,260.0
3679,430.0,594.75
3680,360.0,600.0
3681,385.0,330.0
3682,200.0,639.75
3683,475.0,519.75
3684,430.0,480.0
3685,125.0,370.0
3686,265.0,590.0
3687,395.0,404.75
3688,165.0,495.0
3689,270.0,510.0
3690,490.0,544.75
3691,165.0,604.75
3692,425.0,435.0
3693,240.0,560.0
3694,195.0,490.0
3695,460.0,549.75
3696,295.0,445.0
3697,240.0,565.0
3698,510.0,534.5
3699,250.0,545.0
3700,330.0,589.5
3701,250.0,569.75
3702,225.0,620.0
3703,240.0,510.0
3704,380.0,540.0
3705,360.0,399.75
3706,340.0,509.75
3707,245.0,619.75
3708,190.0,564.5
3709,450.0,559.75
3710,330.0,584.5
3711,190.0,574.75
3712,280.0,534.75
3713,410.0,549.75
3714,470.0,600.0
3715,320.0,505.0
3716,435.0,480.0
3717,330.0,460.0
3718,355.0,555.0
3719,305.0,335.0
3720,465.0,624.75
3721,335.0,555.0
3722,285.0,624.75
3723,170.0,514.25
3724,400.0,560.0
3725,530.0,644.75
3726,510.0,600.0
3727,125.0,649.5
3728,170.0,524.75
3729,250.0,564.75
3730,315.0,385.0
3731,260.0,644.5
3732,340.0,590.0
3733,170.0,315.0
3734,390.0,584.5
3735,220.0,519.75
3736,395.0,509.75
3737,205.0,534.75
3738,360.0,480.0
3739,205.0,489.5
3740,500.0,545.0
3741,430.0,549.25
3742,235.0,630.0
3743,175.0,514.5
3744,365.0,659.5
3745,205.0,470.0
3746,135.0,520.0
3747,325.0,585.0
3748,285.0,584.5
3749,205.0,489.75
3750,175.0,320.0
3751,260.0,550.0
3752,355.0,590.0
3753,370.0,575.0
3754,225.0,520.0
3755,400.0,560.0
3756,230.0,470.0
3757,260.0,434.75
3758,295.0,405.0
3759,600.0,560.0
3760,385.0,405.0
3761,325.0,605.0
3762,135.0,600.0
3763,0.0,594.5
3764,315.0,584.5
3765,170.0,494.75
3766,250.0,455.0
3767,240.0,420.0
3768,150.0,585.0
3769,85.0,608.75
3770,335.0,585.0
3771,300.0,539.75
3772,225.0,560.0
3773,395.0,534.75
3774,350.0,564.75
3775,215.0,500.0
3776,360.0,489.75
3777,275.0,490.0
3778,425.0,480.0
3779,320.0,420.0
3780,135.0,470.0
3781,260.0,350.0
3782,260.0,605.0
3783,170.0,499.75
3784,125.0,515.0
3785,315.0,520.0
3786,415.0,489.75
3787,460.0,454.75
3788,350.0,590.0
3789,335.0,554.75
3790,320.0,595.0
3791,335.0,475.0
3792,410.0,520.0
3793,250.0,465.0
3794,205.0,445.0
3795,530.0,590.0
3796,405.0,545.0
3797,340.0,510.0
3798,235.0,504.5
3799,295.0,535.0
3800,290.0,530.0
3801,280.0,594.75
3802,135.0,600.0
3803,350.0,490.0
3804,450.0,634.5
3805,190.0,544.75
3806,590.0,519.75
3807,165.0,330.0
3808,495.0,619.75
3809,310.0,280.0
3810,465.0,555.0
3811,490.0,600.0
3812,345.0,590.0
3813,510.0,524.75
3814,385.0,594.75
3815,350.0,619.75
3816,95.0,469.5
3817,310.0,575.0
3818,245.0,534.75
3819,375.0,580.0
3820,460.0,524.75
3821,195.0,495.0
3822,450.0,600.0
3823,245.0,559.75
3824,600.0,545.0
3825,365.0,544.75
3826,365.0,560.0
3827,155.0,440.0
3828,270.0,614.5
3829,405.0,564.5
3830,420.0,575.0
3831,335.0,480.0
3832,175.0,395.0
3833,170.0,590.0
3834,200.0,459.75
3835,270.0,480.0
3836,390.0,570.0
3837,320.0,554.75
3838,465.0,625.0
3839,205.0,425.0
3840,295.0,619.5
3841,340.0,619.5
3842,440.0,585.0
3843,310.0,495.0
3844,305.0,540.0
3845,295.0,504.75
3846,310.0,575.0
3847,300.0,510.0
3848,270.0,460.0
3849,220.0,475.0
3850,265.0,455.0
3851,330.0,510.0
3852,70.0,345.0
3853,565.0,545.0
3854,450.0,589.75
3855,230.0,665.0
3856,440.0,520.0
3857,190.0,625.0
3858,175.0,495.0
3859,395.0,584.5
3860,410.0,510.0
3861,400.0,560.0
3862,610.0,595.0
3863,465.0,410.0
3864,160.0,569.75
3865,190.0,555.0
3866,470.0,420.0
3867,65.0,630.0
3868,70.0,505.0
3869,470.0,584.5
3870,195.0,600.0
3871,230.0,490.0
3872,425.0,430.0
3873,245.0,630.0
3874,295.0,594.5
3875,460.0,554.75
3876,325.0,630.0
3877,105.0,514.5
3878,290.0,475.0
3879,520.0,625.0
3880,295.0,574.75
3881,285.0,570.0
3882,435.0,480.0
3883,365.0,534.75
3884,405.0,510.0
3885,380.0,520.0
3886,105.0,549.75
3887,320.0,569.75
3888,260.0,600.0
3889,375.0,605.0
3890,500.0,544.75
3891,240.0,534.75
3892,340.0,529.75
3893,335.0,539.5
3894,225.0,529.5
3895,290.0,400.0
3896,350.0,465.0
3897,275.0,460.0
3898,290.0,409.75
