,p1_sum_hp_last,p2_sum_hp_last
2629,655.0,716.95
2630,260.0,725.0
2631,670.0,631.95
2632,445.0,745.0
2633,210.0,425.0
2634,745.0,681.95
2635,450.0,730.0
2636,165.0,620.0
2637,695.0,761.95
2638,225.0,541.95
2639,765.0,736.95
2640,165.0,525.0
2641,765.0,720.0
2642,550.0,425.0
2643,610.0,570.0
2644,600.0,500.0
2645,360.0,606.95
2646,500.0,490.0
2647,745.0,715.0
2648,455.0,665.0
2649,750.0,625.0
2650,291.0,623.9
2651,435.0,745.0
2652,645.0,696.95
2653,325.0,623.9
2654,740.0,713.9
2655,685.0,726.95
2656,590.0,516.95
2657,705.0,655.0
2658,725.0,526.85
2659,220.0,210.0
2660,140.0,706.95
2661,645.0,725.0
2662,645.0,725.0
2663,595.0,733.9
2664,445.0,696.95
2665,365.0,425.0
2666,330.0,680.0
2667,685.0,726.95
2668,655.0,796.95
2669,400.0,711.95
2670,485.0,460.0
2671,745.0,660.0
2672,520.0,741.95
2673,385.0,300.0
2674,325.0,690.0
2675,565.0,490.0
2676,465.0,695.0
2677,685.0,705.0
2678,125.0,635.0
2679,710.0,416.95
2680,390.0,745.0
2681,455.0,765.0
2682,340.0,345.0
2683,580.0,588.9
2684,380.0,621.95
2685,540.0,627.95
2686,190.0,585.0
2687,205.0,800.0
2688,700.0,615.0
2689,360.0,552.95
2690,510.0,740.0
2691,530.0,636.95
2692,715.0,695.0
2693,550.0,710.0
2694,705.0,731.95
2695,435.0,355.0
2696,470.0,705.0
2697,445.0,680.0
2698,240.0,631.95
2699,715.0,756.95
2700,565.0,715.0
2701,285.0,670.0
2702,610.0,566.95
2703,475.0,695.0
2704,570.0,475.0
2705,465.0,563.9
2706,475.0,506.95
2707,510.0,746.95
2708,480.0,666.95
2709,410.0,391.95
2710,325.0,563.9
2711,205.0,766.95
2712,281.0,700.0
2713,710.0,731.95
2714,550.0,730.0
2715,545.0,731.95
2716,420.0,695.0
2717,530.0,695.0
2718,331.0,725.0
2719,475.0,725.0
2720,235.0,451.95
2721,490.0,791.95
2722,700.0,716.95
2723,640.0,600.0
2724,300.0,711.95
2725,380.0,606.95
2726,500.0,720.0
2727,710.0,715.0
2728,615.0,555.0
2729,380.0,648.9
2730,495.0,721.95
2731,315.0,421.95
2732,585.0,731.95
2733,640.0,446.95
2734,630.0,680.0
2735,585.0,670.0
2736,225.0,530.0
2737,580.0,630.0
2738,570.0,666.95
2739,380.0,695.0
2740,280.0,730.0
2741,135.0,681.95
2742,265.0,530.0
2743,165.0,725.0
2744,55.0,700.0
2745,645.0,475.0
2746,525.0,461.95
2747,510.0,570.0
2748,375.0,775.0
2749,290.0,490.0
2750,710.0,698.9
2751,380.0,690.0
2752,575.0,395.0
2753,310.0,690.0
2754,330.0,648.9
2755,725.0,695.0
2756,600.0,566.95
2757,680.0,731.95
2758,375.0,371.95
2759,390.0,640.0
2760,235.0,523.9
2761,550.0,695.0
2762,705.0,748.9
2763,260.0,753.9
2764,330.0,730.0
2765,500.0,611.95
2766,225.0,745.0
2767,390.0,610.0
2768,445.0,735.0
2769,600.0,671.95
2770,545.0,658.9
2771,640.0,660.0
2772,695.0,726.95
2773,75.0,540.0
2774,750.0,539.9
2775,695.0,581.95
2776,440.0,748.9
2777,120.0,546.95
2778,205.0,700.0
2779,170.0,561.95
2780,510.0,730.0
2781,630.0,493.9
2782,395.0,706.95
2783,575.0,730.0
2784,130.0,731.95
2785,370.0,670.0
2786,425.0,731.95
2787,475.0,605.0
2788,545.0,480.0
2789,515.0,450.0
2790,545.0,495.0
2791,635.0,748.9
2792,585.0,746.95
2793,475.0,685.0
2794,380.0,505.0
2795,390.0,630.0
2796,485.0,540.0
2797,235.0,571.95
2798,510.0,660.0
2799,335.0,725.0
2800,280.0,455.0
2801,235.0,340.0
2802,485.0,609.0
2803,415.0,756.95
2804,686.0,698.9
2805,400.0,695.0
2806,495.0,451.95
2807,340.0,673.9
2808,485.0,585.0
2809,355.0,180.0
2810,545.0,731.95
2811,535.0,511.95
2812,640.0,496.95
2813,365.0,751.95
2814,585.0,571.95
2815,410.0,745.0
2816,485.0,536.0
2817,535.0,718.9
2818,695.0,620.0
2819,540.0,746.95
2820,550.0,605.0
2821,495.0,695.0
2822,450.0,775.0
2823,560.0,571.95
2824,290.0,665.0
2825,480.0,710.0
2826,445.0,485.0
2827,320.0,375.0
2828,455.0,586.95
2829,316.0,465.0
2830,180.0,655.0
2831,480.0,620.0
2832,675.0,431.95
2833,336.0,610.0
2834,605.0,748.9
2835,385.0,475.0
2836,260.0,540.0
2837,575.0,736.95
2838,475.0,751.95
2839,600.0,665.0
2840,745.0,686.95
2841,230.0,748.9
2842,525.0,550.0
2843,645.0,651.95
2844,695.0,746.95
2845,370.0,650.0
2846,210.0,570.0
2847,355.0,670.0
2848,695.0,660.0
2849,485.0,652.95
2850,455.0,585.0
2851,430.0,695.0
2852,585.0,731.95
2853,510.0,630.0
2854,220.0,780.0
2855,330.0,740.0
2856,250.0,440.0
2857,325.0,630.0
2858,795.0,551.95
2859,690.0,765.0
2860,215.0,715.0
2861,750.0,575.85
2862,460.0,730.0
2863,540.0,475.0
2864,380.0,775.0
2865,330.0,440.0
2866,260.0,605.0
2867,330.0,765.0
2868,400.0,731.95
2869,385.0,460.0
2870,590.0,463.9
2871,570.0,695.0
2872,330.0,420.0
2873,610.0,726.95
2874,476.0,715.0
2875,325.0,340.0
2876,415.0,725.0
2877,365.0,410.0
2878,555.0,620.0
2879,650.0,731.95
2880,605.0,690.0
2881,610.0,451.95
2882,610.0,705.0
2883,655.0,731.95
2884,440.0,746.95
2885,515.0,461.95
2886,205.0,726.95
2887,740.0,745.0
2888,745.0,746.95
2889,150.0,695.0
2890,525.0,691.95
2891,345.0,581.95
2892,470.0,341.95
2893,520.0,746.95
2894,680.0,761.95
2895,715.0,730.0
2896,610.0,711.95
2897,385.0,635.0
2898,325.0,705.0
2899,575.0,480.0
2900,715.0,696.95
2901,545.0,746.95
2902,455.0,731.95
2903,585.0,730.0
2904,270.0,475.0
2905,615.0,570.0
2906,650.0,695.0
2907,550.0,620.0
2908,390.0,610.0
2909,255.0,451.95
2910,395.0,660.0
2911,540.0,800.0
2912,555.0,541.95
2913,195.0,726.95
2914,745.0,466.95
2915,465.0,620.0
2916,330.0,765.0
2917,235.0,560.0
2918,420.0,776.95
2919,715.0,775.0
2920,640.0,666.95
2921,580.0,736.95
2922,285.0,740.0
2923,405.0,631.95
2924,660.0,745.85
2925,380.0,765.0
2926,410.0,393.0
2927,545.0,653.9
2928,480.0,571.95
2929,330.0,478.9
2930,705.0,635.0
2931,445.0,571.95
2932,385.0,661.95
2933,645.0,655.0
2934,225.0,781.95
2935,595.0,761.95
2936,135.0,325.0
2937,640.0,610.0
2938,540.0,705.0
2939,640.0,735.0
2940,705.0,525.0
2941,320.0,520.0
2942,540.0,655.0
2943,515.0,700.0
2944,475.0,765.0
2945,490.0,578.9
2946,295.0,695.0
2947,301.0,555.0
2948,530.0,576.95
2949,595.0,730.0
2950,640.0,636.95
2951,510.0,471.95
2952,465.0,725.0
2953,370.0,718.9
2954,695.0,730.0
2955,250.0,655.0
2956,185.0,440.0
2957,415.0,740.0
2958,340.0,715.0
2959,610.0,748.9
2960,635.0,676.95
2961,410.0,481.95
2962,405.0,530.0
2963,605.0,718.9
2964,335.0,705.0
2965,480.0,751.95
2966,550.0,721.95
2967,695.0,481.95
2968,545.0,675.0
2969,595.0,616.95
2970,520.0,640.0
2971,663.0,746.95
2972,765.0,740.0
2973,605.0,690.0
2974,510.0,450.0
2975,415.0,570.0
2976,700.0,701.95
2977,715.0,730.0
2978,675.0,721.95
2979,450.0,566.95
2980,130.0,496.95
2981,555.0,605.0
2982,230.0,761.0
2983,285.0,721.95
2984,215.0,671.95
2985,550.0,763.9
2986,375.0,701.95
2987,135.0,590.0
2988,600.0,696.95
2989,470.0,445.0
2990,430.0,730.0
2991,640.0,691.95
2992,510.0,753.9
2993,480.0,445.0
2994,660.0,713.9
2995,630.0,670.0
2996,730.0,596.95
2997,490.0,575.0
2998,695.0,582.95
2999,275.0,676.0
3000,550.0,671.95
3001,610.0,728.0
3002,715.0,730.0
3003,535.0,571.95
3004,440.0,730.0
3005,605.0,740.0
3006,745.0,716.95
3007,230.0,480.0
3008,730.0,695.0
3009,475.0,725.0
3010,75.0,565.0
3011,390.0,391.0
3012,545.0,418.9
3013,455.0,745.0
3014,695.0,591.0
3015,565.0,731.95
3016,311.0,600.0
3017,380.0,475.0
3018,540.0,696.95
3019,335.0,576.95
3020,660.0,500.85
3021,350.0,540.0
3022,220.0,761.95
3023,625.0,695.0
3024,255.0,450.0
3025,385.0,745.0
3026,535.0,533.9
3027,405.0,360.0
3028,600.0,730.0
3029,535.0,441.95
3030,515.0,651.95
3031,610.0,685.0
3032,380.0,656.95
3033,395.0,385.0
3034,170.0,656.95
3035,275.0,740.0
3036,520.0,761.95
3037,715.0,731.95
3038,575.0,745.0
3039,500.0,653.9
3040,695.0,731.95
3041,560.0,745.0
3042,570.0,660.0
3043,640.0,730.0
3044,510.0,541.95
3045,570.0,676.95
3046,551.0,761.95
3047,480.0,490.0
3048,460.0,479.95
3049,230.0,695.0
3050,745.0,580.0
3051,775.0,568.9
3052,510.0,516.95
3053,615.0,510.0
3054,295.0,713.9
3055,491.0,661.95
3056,575.0,650.0
3057,345.0,640.0
3058,405.0,786.95
3059,325.0,751.95
3060,500.0,733.9
3061,255.0,555.0
3062,635.0,705.0
3063,375.0,536.95
3064,420.0,655.0
3065,700.0,731.95
3066,485.0,700.0
3067,540.0,585.0
3068,570.0,545.0
3069,550.0,745.0
3070,620.0,523.9
3071,475.0,626.95
3072,650.0,741.95
3073,315.0,510.0
3074,480.0,481.95
3075,95.0,370.0
3076,485.0,548.0
3077,410.0,550.0
3078,580.0,605.0
3079,420.0,721.95
3080,555.0,535.0
3081,650.0,741.95
3082,75.0,510.0
3083,525.0,725.0
3084,690.0,761.95
3085,685.0,486.95
3086,325.0,700.0
3087,670.0,745.0
3088,550.0,570.0
3089,455.0,626.95
3090,705.0,741.95
3091,325.0,500.0
3092,660.0,736.95
3093,570.0,740.0
3094,195.0,745.0
3095,450.0,725.0
3096,585.0,745.0
3097,510.0,661.95
3098,435.0,695.0
3099,490.0,606.95
3100,630.0,540.0
3101,340.0,575.0
3102,340.0,500.0
3103,425.0,761.95
3104,225.0,715.0
3105,745.0,744.9
3106,405.0,665.0
3107,660.0,716.95
3108,445.0,711.95
3109,370.0,740.0
3110,135.0,425.0
3111,390.0,405.0
3112,385.0,745.0
3113,640.0,745.0
3114,635.0,571.95
3115,745.0,743.9
3116,235.0,565.0
3117,485.0,515.0
3118,535.0,646.95
3119,586.0,726.95
3120,590.0,636.95
3121,445.0,691.95
3122,535.0,615.0
3123,600.0,706.95
3124,420.0,500.0
3125,525.0,571.95
3126,695.0,730.0
3127,675.0,700.0
3128,485.0,533.9
3129,550.0,350.0
3130,166.0,616.95
3131,215.0,711.95
3132,255.0,590.0
3133,740.0,731.95
3134,505.0,695.0
3135,325.0,390.0
3136,650.0,545.0
3137,525.0,720.0
3138,560.0,591.95
3139,505.0,700.0
3140,250.0,735.0
3141,420.0,576.95
3142,695.0,718.9
3143,515.0,735.0
3144,635.0,701.95
3145,590.0,748.9
3146,580.0,581.95
3147,540.0,655.85
3148,530.0,660.0
3149,525.0,645.0
3150,645.0,760.0
3151,295.0,756.95
3152,410.0,580.0
3153,125.0,740.0
3154,465.0,716.95
3155,695.0,725.0
3156,308.0,595.0
3157,330.0,656.95
3158,380.0,646.95
3159,635.0,675.0
3160,565.0,736.95
3161,440.0,541.0
3162,605.0,710.0
3163,640.0,610.0
3164,740.0,473.0
3165,405.0,550.0
3166,685.0,690.0
3167,470.0,370.0
3168,535.0,700.0
3169,745.0,756.95
3170,165.0,645.0
3171,765.0,753.9
3172,230.0,671.95
3173,640.0,761.95
3174,605.0,401.95
3175,450.0,480.0
3176,170.0,585.0
3177,600.0,553.9
3178,295.0,470.0
3179,130.0,735.0
3180,710.0,585.85
3181,345.0,446.95
3182,655.0,735.0
3183,370.0,370.0
3184,645.0,716.95
3185,555.0,700.0
3186,695.0,723.9
3187,675.0,536.95
3188,140.0,295.0
3189,470.0,643.9
3190,690.0,761.95
3191,775.0,736.95
3192,305.0,655.0
3193,575.0,481.95
3194,530.0,520.0
3195,325.0,655.0
3196,215.0,575.0
3197,650.0,696.95
3198,250.0,525.0
3199,520.0,585.85
3200,465.0,580.0
3201,345.0,730.0
3202,710.0,743.9
3203,390.0,480.0
3204,745.0,731.95
3205,325.0,311.0
3206,550.0,590.0
3207,115.0,616.0
3208,590.0,483.9
3209,630.0,686.95
3210,590.0,560.0
3211,480.0,681.95
3212,485.0,761.95
3213,650.0,746.95
3214,490.0,691.95
3215,325.0,740.0
3216,635.0,493.9
3217,595.0,670.0
3218,385.0,550.0
3219,725.0,645.0
3220,235.0,743.9
3221,230.0,650.0
3222,580.0,676.95
3223,695.0,726.95
3224,500.0,650.0
3225,710.0,680.0
3226,595.0,695.0
3227,495.0,565.0
3228,180.0,310.0
3229,430.0,521.95
3230,420.0,456.95
3231,660.0,745.0
3232,510.0,551.95
3233,670.0,701.95
3234,740.0,675.0
3235,580.0,696.95
3236,385.0,676.95
3237,665.0,440.0
3238,160.0,541.0
3239,410.0,695.0
3240,525.0,360.0
3241,565.0,761.95
3242,545.0,655.0
3243,300.0,730.0
3244,190.0,685.0
3245,610.0,641.95
3246,480.0,505.0
3247,580.0,600.0
3248,575.0,730.0
3249,440.0,711.95
3250,730.0,657.95
3251,510.0,695.0
3252,625.0,716.95
3253,390.0,541.95
3254,575.0,738.9
3255,685.0,695.0
3256,750.0,661.95
3257,215.0,545.0
3258,523.0,550.0
3259,670.0,735.0
3260,765.0,691.95
3261,580.0,651.95
3262,525.0,640.0
3263,340.0,541.95
3264,325.0,517.8
3265,585.0,766.95
3266,330.0,553.9
3267,705.0,713.9
3268,400.0,636.95
3269,755.0,646.95
3270,365.0,576.95
3271,645.0,636.95
3272,545.0,450.0
3273,310.0,695.0
3274,400.0,673.9
3275,760.0,660.0
3276,130.0,385.0
3277,470.0,506.95
3278,410.0,761.95
3279,745.0,720.0
3280,440.0,445.0
3281,235.0,460.0
3282,705.0,479.9
3283,705.0,731.95
3284,660.0,545.0
3285,735.0,670.0
3286,495.0,635.0
3287,55.0,495.0
3288,605.0,641.95
3289,530.0,748.9
3290,90.0,526.95
3291,325.0,475.0
3292,545.0,695.0
3293,135.0,346.95
3294,535.0,540.0
3295,490.0,511.95
3296,605.0,526.95
3297,400.0,481.95
3298,390.0,240.0
3299,540.0,756.95
3300,540.0,455.0
3301,250.0,565.0
3302,220.0,665.0
3303,670.0,655.0
3304,655.0,701.95
3305,580.0,565.0
3306,670.0,711.95
3307,310.0,540.0
3308,160.0,746.95
3309,480.0,731.95
3310,600.0,540.0
3311,665.0,695.0
3312,420.0,745.0
3313,470.0,452.95
3314,415.0,655.0
3315,525.0,695.0
3316,390.0,585.0
3317,455.0,480.0
3318,560.0,661.95
3319,420.0,446.95
3320,510.0,653.0
3321,200.0,701.95
3322,660.0,775.0
3323,620.0,605.0
3324,165.0,685.85
3325,385.0,468.9
3326,705.0,520.0
3327,615.0,661.95
3328,700.0,646.95
3329,730.0,701.95
3330,440.0,395.0
3331,325.0,780.0
3332,381.0,541.95
3333,500.0,691.95
3334,765.0,735.0
3335,445.0,435.0
3336,390.0,715.0
3337,325.0,590.0
3338,335.0,480.0
3339,505.0,515.0
3340,745.0,486.95
3341,440.0,385.0
3342,385.0,658.9
3343,695.0,691.95
3344,495.0,725.0
3345,520.0,626.95
3346,730.0,666.95
3347,740.0,710.0
3348,400.0,495.0
3349,290.0,731.95
3350,390.0,640.0
3351,670.0,661.95
3352,630.0,716.95
3353,255.0,745.0
3354,575.0,486.95
3355,581.0,726.95
3356,670.0,556.95
3357,290.0,725.0
3358,525.0,480.0
3359,220.0,720.0
3360,365.0,780.0
3361,315.0,668.9
3362,395.0,668.9
3363,560.0,511.0
3364,475.0,490.0
3365,355.0,581.95
3366,360.0,695.0
3367,650.0,503.9
3368,275.0,510.0
3369,340.0,670.0
3370,525.0,635.0
3371,365.0,740.0
3372,745.0,725.0
3373,635.0,611.95
3374,500.0,573.9
3375,235.0,725.0
3376,690.0,695.0
3377,550.0,535.0
3378,635.0,736.95
3379,580.0,791.95
3380,725.0,546.95
3381,695.0,636.95
3382,300.0,545.0
3383,165.0,700.0
3384,225.0,656.95
3385,585.0,730.0
3386,610.0,726.95
3387,475.0,681.95
3388,540.0,336.95
3389,375.0,700.0
3390,540.0,410.0
3391,690.0,571.95
3392,615.0,636.95
3393,670.0,695.0
3394,630.0,743.9
3395,685.0,603.9
3396,635.0,730.0
3397,315.0,775.0
3398,285.0,571.95
3399,60.0,581.0
3400,585.0,695.0
3401,745.0,745.0
3402,485.0,413.9
3403,590.0,580.0
3404,525.0,650.0
3405,360.0,570.0
3406,450.0,690.0
3407,60.0,695.0
3408,640.0,748.9
3409,410.0,523.0
3410,535.0,725.0
3411,305.0,670.0
3412,760.0,740.0
3413,750.0,511.95
3414,395.0,410.0
3415,125.0,440.0
3416,470.0,465.0
3417,490.0,730.0
3418,685.0,725.0
3419,605.0,740.0
3420,435.0,711.95
3421,545.0,620.0
3422,395.0,566.95
3423,360.0,735.0
3424,390.0,695.0
3425,680.0,406.0
3426,620.0,765.0
3427,225.0,645.0
3428,700.0,638.9
3429,325.0,640.0
3430,770.0,451.95
3431,315.0,686.95
3432,405.0,713.9
3433,555.0,580.0
3434,465.0,753.9
3435,450.0,656.0
3436,575.0,495.0
3437,400.0,690.0
3438,450.0,705.0
3439,325.0,405.0
3440,485.0,725.0
3441,225.0,445.0
3442,480.0,748.9
3443,240.0,445.0
3444,745.0,751.95
3445,660.0,695.0
3446,295.0,400.0
3447,650.0,748.9
3448,695.0,761.95
3449,300.0,560.0
3450,220.0,285.0
3451,580.0,705.0
3452,345.0,701.95
3453,360.0,466.95
3454,308.0,646.95
3455,570.0,725.0
3456,670.0,681.95
3457,455.0,605.0
3458,275.0,473.9
3459,700.0,630.0
3460,390.0,701.95
3461,445.0,730.0
3462,205.0,460.0
3463,275.0,626.95
3464,695.0,745.0
3465,430.0,600.0
3466,500.0,631.95
3467,285.0,770.0
3468,175.0,735.0
3469,500.0,440.0
3470,510.0,496.95
3471,715.0,720.0
3472,600.0,650.0
3473,465.0,515.0
3474,485.0,655.0
3475,130.0,375.0
3476,695.0,720.0
3477,400.0,730.0
3478,220.0,625.0
3479,225.0,455.0
3480,575.0,745.0
3481,415.0,740.0
3482,535.0,506.95
3483,670.0,745.0
3484,235.0,461.95
3485,725.0,700.0
3486,160.0,585.0
3487,290.0,486.95
3488,630.0,765.0
3489,495.0,396.0
3490,535.0,690.0
3491,540.0,576.95
3492,220.0,730.0
3493,140.0,636.95
3494,350.0,556.95
3495,720.0,621.95
3496,545.0,598.9
3497,585.0,640.0
3498,735.0,665.0
3499,535.0,691.95
3500,510.0,695.0
3501,135.0,645.0
3502,453.0,643.9
3503,315.0,716.95
3504,540.0,640.0
3505,600.0,726.95
3506,715.0,655.0
3507,430.0,665.0
3508,725.0,728.9
3509,505.0,506.95
3510,470.0,408.9
3511,715.0,695.0
3512,635.0,520.0
3513,445.0,660.0
3514,705.0,718.9
3515,320.0,535.0
3516,75.0,386.95
3517,536.0,818.9
3518,440.0,716.0
3519,575.0,743.9
3520,580.0,741.95
3521,380.0,731.95
3522,130.0,670.0
3523,440.0,495.0
3524,725.0,753.9
3525,630.0,711.95
3526,725.0,695.0
3527,695.0,715.0
3528,525.0,725.0
3529,240.0,731.95
3530,525.0,389.95
3531,450.0,650.0
3532,610.0,631.95
3533,455.0,740.0
3534,595.0,426.95
3535,455.0,673.9
3536,640.0,660.0
3537,480.0,586.95
3538,415.0,705.0
3539,635.0,650.0
3540,380.0,731.95
3541,675.0,646.95
3542,390.0,668.9
3543,485.0,540.0
3544,350.0,746.95
3545,550.0,735.0
3546,360.0,451.95
3547,165.0,705.0
3548,160.0,540.0
3549,525.0,431.0
3550,650.0,703.9
3551,485.0,503.9
3552,385.0,740.0
3553,415.0,761.95
3554,250.0,455.0
3555,210.0,683.9
3556,130.0,740.0
3557,665.0,695.0
3558,380.0,695.0
3559,560.0,713.9
3560,700.0,653.9
3561,480.0,743.9
3562,640.0,615.0
3563,700.0,558.9
3564,605.0,745.0
3565,535.0,670.0
3566,490.0,375.0
3567,650.0,540.0
3568,255.0,535.0
3569,695.0,715.0
3570,420.0,695.0
3571,526.0,730.0
3572,385.0,731.95
3573,575.0,700.0
3574,330.0,615.0
3575,475.0,716.95
3576,610.0,791.95
3577,650.0,750.0
3578,425.0,550.0
3579,745.0,731.95
3580,575.0,441.95
3581,685.0,745.0
3582,366.0,355.0
3583,341.0,735.0
3584,535.0,781.95
3585,455.0,335.0
3586,680.0,740.0
3587,415.0,546.95
3588,470.0,740.0
3589,205.0,630.0
3590,740.0,736.95
3591,405.0,568.9
3592,165.0,695.0
3593,485.0,655.0
3594,720.0,700.0
3595,405.0,390.0
3596,600.0,611.95
3597,575.0,616.0
3598,405.0,550.0
3599,615.0,661.95
3600,475.0,473.9
3601,640.0,470.0
3602,745.0,753.9
3603,540.0,697.95
3604,455.0,480.0
3605,525.0,790.0
3606,295.0,640.0
3607,551.0,740.85
3608,330.0,753.9
3609,385.0,560.0
3610,250.0,510.0
3611,670.0,721.95
3612,675.0,720.0
3613,600.0,701.95
3614,480.0,645.0
3615,525.0,605.0
3616,670.0,540.0
3617,75.0,563.9
3618,595.0,516.95
3619,75.0,740.0
3620,445.0,531.95
3621,475.0,735.0
3622,595.0,591.95
3623,390.0,571.95
3624,480.0,696.95
3625,625.0,725.0
3626,705.0,691.95
3627,495.0,441.95
3628,300.0,506.95
3629,630.0,740.0
3630,730.0,780.85
3631,640.0,615.0
3632,185.0,505.0
3633,495.0,675.0
3634,765.0,471.95
3635,460.0,715.0
3636,736.0,705.0
3637,710.0,696.95
3638,650.0,695.0
3639,440.0,528.9
3640,715.0,675.0
3641,370.0,695.0
3642,580.0,725.0
3643,570.0,745.0
3644,580.0,585.85
3645,695.0,606.0
3646,565.0,740.0
3647,245.0,480.0
3648,545.0,640.0
3649,140.0,320.0
3650,655.0,730.0
3651,615.0,473.9
3652,370.0,725.0
3653,400.0,665.0
3654,380.0,390.0
3655,565.0,736.95
3656,485.0,705.0
3657,240.0,719.9
3658,415.0,743.9
3659,510.0,640.0
3660,140.0,465.0
3661,260.0,650.0
3662,655.0,736.95
3663,595.0,516.95
3664,565.0,643.9
3665,565.0,756.95
3666,500.0,726.95
3667,545.0,406.95
3668,565.0,690.0
3669,770.0,700.0
3670,460.0,710.0
3671,135.0,445.0
3672,665.0,500.0
3673,735.0,756.95
3674,685.0,493.9
3675,560.0,600.0
3676,650.0,616.95
3677,190.0,485.0
3678,485.0,325.0
3679,635.0,681.95
3680,300.0,695.0
3681,260.0,360.0
3682,695.0,677.95
3683,600.0,686.95
3684,535.0,715.0
3685,90.0,475.0
3686,610.0,705.0
3687,485.0,671.95
3688,326.0,445.0
3689,290.0,576.0
3690,670.0,656.95
3691,350.0,746.95
3692,355.0,475.0
3693,640.0,675.0
3694,470.0,780.0
3695,605.0,686.95
3696,230.0,375.0
3697,550.0,475.0
3698,705.0,728.9
3699,340.0,740.0
3700,405.0,713.9
3701,670.0,691.95
3702,390.0,730.0
3703,540.0,745.0
3704,630.0,595.0
3705,475.0,466.95
3706,600.0,561.95
3707,410.0,716.95
3708,420.0,723.9
3709,675.0,731.95
3710,735.0,748.9
3711,460.0,671.95
3712,220.0,531.95
3713,730.0,611.95
3714,605.0,695.0
3715,686.0,750.0
3716,725.0,715.0
3717,220.0,645.0
3718,395.0,715.0
3719,450.0,375.0
3720,745.0,711.95
3721,560.0,655.0
3722,555.0,711.95
3723,485.0,725.85
3724,585.0,505.0
3725,695.0,591.95
3726,730.0,695.0
3727,500.0,648.9
3728,385.0,651.95
3729,490.0,696.95
3730,635.0,650.0
3731,720.0,548.9
3732,365.0,730.0
3733,465.0,395.0
3734,705.0,748.9
3735,395.0,376.95
3736,380.0,646.95
3737,385.0,761.95
3738,385.0,535.0
3739,635.0,378.9
3740,505.0,735.0
3741,620.0,750.85
3742,635.0,406.0
3743,325.0,408.9
3744,655.0,488.9
3745,385.0,450.0
3746,115.0,610.0
3747,445.0,735.0
3748,520.0,668.9
3749,225.0,651.95
3750,325.0,490.0
3751,150.0,690.0
3752,530.0,730.0
3753,445.0,705.0
3754,320.0,475.0
3755,640.0,615.0
3756,505.0,700.0
3757,210.0,426.95
3758,500.0,490.0
3759,695.0,705.0
3760,325.0,495.0
3761,610.0,540.0
3762,235.0,695.0
3763,305.0,559.9
3764,700.0,748.9
3765,560.0,621.95
3766,235.0,420.0
3767,380.0,640.0
3768,225.0,735.0
3769,650.0,514.75
3770,735.0,735.0
3771,355.0,441.95
3772,295.0,705.0
3773,705.0,761.95
3774,740.0,706.95
3775,110.0,635.0
3776,490.0,656.95
3777,385.0,450.0
3778,660.0,715.0
3779,260.0,500.0
3780,55.0,405.0
3781,325.0,315.0
3782,350.0,691.0
3783,505.0,616.95
3784,90.0,530.0
3785,395.0,725.0
3786,480.0,581.95
3787,710.0,636.95
3788,495.0,705.0
3789,685.0,736.95
3790,490.0,700.0
3791,605.0,600.0
3792,440.0,580.0
3793,345.0,635.0
3794,130.0,675.0
3795,695.0,730.0
3796,495.0,335.0
3797,675.0,745.0
3798,385.0,528.9
3799,665.0,535.0
3800,230.0,540.0
3801,200.0,726.95
3802,325.0,735.0
3803,695.0,555.0
3804,720.0,633.9
3805,255.0,411.95
3806,650.0,686.95
3807,545.0,370.0
3808,690.0,716.95
3809,380.0,580.0
3810,640.0,655.0
3811,515.0,695.0
3812,465.0,730.0
3813,745.0,621.95
3814,635.0,726.95
3815,305.0,711.95
3816,715.0,658.9
3817,440.0,720.0
3818,550.0,761.95
3819,510.0,545.0
3820,710.0,646.95
3821,165.0,470.0
3822,610.0,695.0
3823,720.0,731.95
3824,610.0,735.0
3825,675.0,736.95
3826,625.0,705.0
3827,170.0,670.0
3828,595.0,748.9
3829,730.0,723.9
3830,740.0,705.0
3831,540.0,575.0
3832,325.0,385.0
3833,445.0,730.0
3834,215.0,666.95
3835,695.0,715.0
3836,695.0,775.0
3837,545.0,736.95
3838,640.0,725.0
3839,260.0,625.0
3840,625.0,743.9
3841,600.0,743.9
3842,725.0,490.0
3843,380.0,445.0
3844,465.0,615.0
3845,495.0,776.95
3846,440.0,720.0
3847,540.0,745.0
3848,470.0,590.0
3849,220.0,600.0
3850,550.0,560.0
3851,715.0,745.0
3852,180.0,300.0
3853,731.0,766.0
3854,720.0,751.95
3855,445.0,626.0
3856,760.0,685.0
3857,315.0,675.0
3858,520.0,640.0
3859,640.0,563.9
3860,610.0,745.0
3861,670.0,705.0
3862,495.0,765.0
3863,640.0,591.0
3864,405.0,476.95
3865,225.0,655.0
3866,460.0,660.0
3867,295.0,480.0
3868,155.0,540.0
3869,690.0,659.9
3870,225.0,695.0
3871,205.0,670.0
3872,470.0,645.0
3873,455.0,540.0
3874,605.0,621.9
3875,605.0,801.95
3876,550.0,695.0
3877,250.0,493.9
3878,495.0,600.0
3879,640.0,725.0
3880,355.0,541.95
3881,500.0,765.0
3882,715.0,715.0
3883,740.0,761.95
3884,695.0,745.0
3885,610.0,475.0
3886,365.0,651.95
3887,510.0,711.95
3888,250.0,695.0
3889,635.0,705.0
3890,665.0,641.95
3891,545.0,761.95
3892,555.0,586.95
3893,585.0,748.9
3894,565.0,728.9
3895,230.0,480.0
3896,310.0,540.0
3897,385.0,590.0
3898,495.0,666.95
